,0,1,2,3,4,5,6,7,8
24,"[0.37       0.35666667 0.41333333 0.47666667 0.55       0.58
 0.62666667 0.68       0.72       0.76       0.75       0.82333333]","[0.295      0.40333333 0.45833333 0.47833333 0.55       0.56
 0.65666667 0.70666667 0.75166667 0.78833333 0.805      0.84666667]","          0
0  1.000000
1  1.000000
2  0.666667
3  0.666667","          0
0  1.000000
1  0.666667
2  1.000000
3  1.000000",0.1,1,0.3,0.2,0.6
25,"[0.32       0.36333333 0.42       0.50333333 0.5        0.6
 0.61666667 0.67666667 0.70333333 0.74       0.79333333 0.81333333]","[0.34666667 0.36666667 0.445      0.52833333 0.56833333 0.62333333
 0.69166667 0.73333333 0.74166667 0.775      0.79       0.82833333]","          0
0  1.000000
1  0.666667
2  1.000000
3  1.000000","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.2,1,0.3,0.2,0.6
26,"[0.38333333 0.4        0.40333333 0.49333333 0.52666667 0.59333333
 0.62666667 0.66333333 0.73       0.73666667 0.75666667 0.79      ]","[0.33333333 0.38333333 0.42       0.51       0.585      0.59666667
 0.69666667 0.715      0.765      0.78       0.79833333 0.825     ]","     0
0  1.0
1  1.0
2  1.0
3  1.0","          0
0  1.000000
1  0.333333
2  0.666667
3  1.000000",0.3,1,0.3,0.2,0.6
27,"[0.34       0.36333333 0.44666667 0.51       0.53333333 0.62666667
 0.62666667 0.63333333 0.69       0.76       0.77333333 0.82      ]","[0.32166667 0.39666667 0.43833333 0.49833333 0.53166667 0.61666667
 0.67833333 0.70833333 0.78       0.76833333 0.77833333 0.81166667]","          0
0  1.000000
1  1.000000
2  0.666667
3  1.000000","          0
0  1.000000
1  1.000000
2  1.000000
3  0.666667",0.4,1,0.3,0.2,0.6
28,"[0.36333333 0.38       0.42       0.49333333 0.59       0.63333333
 0.64666667 0.67333333 0.68666667 0.74       0.79       0.83333333]","[0.345      0.37666667 0.41833333 0.52833333 0.585      0.66
 0.65666667 0.69       0.74333333 0.82166667 0.77       0.85      ]","          0
0  0.666667
1  1.000000
2  1.000000
3  0.333333","          0
0  1.000000
1  1.000000
2  0.666667
3  0.666667",0.5,1,0.3,0.2,0.6
29,"[0.34       0.45333333 0.43       0.51333333 0.54666667 0.59333333
 0.66       0.67333333 0.72666667 0.69333333 0.76       0.82666667]","[0.32833333 0.38       0.415      0.515      0.58166667 0.59666667
 0.7        0.66166667 0.73666667 0.83333333 0.83166667 0.84333333]","          0
0  0.333333
1  0.666667
2  1.000000
3  0.666667","          0
0  1.000000
1  1.000000
2  0.666667
3  0.333333",0.1,2,0.3,0.2,0.6
30,"[0.30666667 0.37       0.46333333 0.46666667 0.55333333 0.62
 0.65666667 0.65333333 0.69333333 0.74666667 0.83       0.81666667]","[0.31333333 0.345      0.425      0.48333333 0.53833333 0.615
 0.645      0.69666667 0.75666667 0.77833333 0.78333333 0.83166667]","          0
0  0.666667
1  1.000000
2  1.000000
3  1.000000","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.2,2,0.3,0.2,0.6
31,"[0.38666667 0.36666667 0.45       0.46333333 0.52666667 0.58
 0.66666667 0.68       0.7        0.76333333 0.77666667 0.82666667]","[0.33166667 0.40833333 0.455      0.51833333 0.555      0.59666667
 0.66666667 0.70333333 0.79833333 0.77166667 0.81333333 0.81333333]","          0
0  1.000000
1  1.000000
2  0.666667
3  0.666667","          0
0  1.000000
1  1.000000
2  0.333333
3  1.000000",0.3,2,0.3,0.2,0.6
32,"[0.36666667 0.35666667 0.41666667 0.54       0.52333333 0.59333333
 0.62666667 0.62       0.71333333 0.75333333 0.75       0.8       ]","[0.32       0.37333333 0.41       0.51       0.59166667 0.64166667
 0.67833333 0.70833333 0.76       0.77833333 0.805      0.835     ]","          0
0  1.000000
1  1.000000
2  1.000000
3  0.666667","          0
0  1.000000
1  0.666667
2  1.000000
3  0.333333",0.4,2,0.3,0.2,0.6
33,"[0.36       0.37666667 0.42       0.47333333 0.52333333 0.58333333
 0.67       0.6        0.70666667 0.72       0.73333333 0.83666667]","[0.34666667 0.36166667 0.42       0.48833333 0.55666667 0.65
 0.65333333 0.71333333 0.74666667 0.73833333 0.81166667 0.83333333]","          0
0  0.333333
1  1.000000
2  0.666667
3  1.000000","          0
0  0.666667
1  0.666667
2  1.000000
3  1.000000",0.5,2,0.3,0.2,0.6
