subjects,learn3_1,learn3_2,learn3_3,learn3_4,learn3_5,learn3_6,learn3_7,learn3_8,learn3_9,learn3_10,learn3_11,learn3_12,learn6_1,learn6_2,learn6_3,learn6_4,learn6_5,learn6_6,learn6_7,learn6_8,learn6_9,learn6_10,learn6_11,learn6_12,test3_1,test3_2,test3_3,test3_4,test3_5,test3_6,test3_7,test3_8,test3_9,test3_10,test3_11,test3_12,test6_1,test6_2,test6_3,test6_4,test6_5,test6_6,test6_7,test6_8,test6_9,test6_10,test6_11,test6_12
71772b,0.625,0.6666666666500001,0.75,0.9583333333499999,0.9583333333499999,0.9583333333499999,0.9583333333499999,0.9583333333499999,0.9166666667,0.9166666666500001,0.875,0.9166666666500001,0.38888888885,0.5833333333499999,0.58333333335,0.61111111115,0.6111111111,0.72222222225,0.8333333333499999,0.80555555555,0.9444444444,0.8333333333,0.94444444445,0.9444444444,1,1,1,1,1,1,1,1,1,1,1,1,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
a5f11e,0.5833333333,0.625,0.7083333333499999,0.7083333333499999,0.7916666667,0.875,0.8333333333,0.9166666666500001,0.8333333333499999,0.7916666667,0.7916666666500001,0.8333333333499999,0.27777777775,0.30555555555,0.38888888885,0.44444444445,0.47222222225,0.38888888885,0.38888888885,0.30555555555,0.5555555556,0.55555555555,0.5,0.5555555556,0.5277777778,0.5277777778,0.5277777778,0.5277777778,0.5277777778,0.5277777778,0.5277777778,0.5277777778,0.5277777778,0.5277777778,0.5277777778,0.5277777778,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222
78af73,0.6666666667,0.75,0.75,0.75,0.7916666666500001,0.7083333333499999,0.875,0.7916666667,0.7916666666500001,0.7916666666500001,0.8333333333499999,0.7083333333,0.36111111110000005,0.5277777778,0.55555555555,0.4722222222,0.4722222222,0.5277777778,0.44444444445,0.47222222225,0.6111111111,0.44444444445,0.6666666667,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
302d47,0.5,0.58333333335,0.875,0.9583333333499999,1,0.9583333333499999,0.9583333333499999,0.875,0.875,1,1,1,0.44444444445,0.55555555555,0.55555555555,0.7222222222000001,0.7777777777999999,0.91666666665,0.94444444445,0.88888888885,0.91666666665,0.94444444445,0.9722222222,1,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
fe0f78,0.5833333333,0.75,0.8333333333,0.875,0.75,0.8333333333499999,0.9166666666500001,0.8333333333499999,0.9583333333499999,0.9166666667,0.8333333333499999,0.875,0.44444444445,0.47222222225,0.33333333335000004,0.5,0.6666666666500001,0.52777777775,0.44444444445000003,0.6666666667000001,0.52777777775,0.61111111115,0.6111111111,0.6388888889,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.4444444444,0.4444444444,0.4444444444,0.4444444444,0.4444444444,0.4444444444,0.4444444444,0.4444444444,0.4444444444,0.4444444444,0.4444444444,0.4444444444
20d7af,0.375,0.5833333333,0.7083333333499999,0.7083333333499999,0.9166666667,0.875,0.7083333333499999,0.8333333333499999,0.75,0.9166666667,0.875,0.7916666667,0.19444444445,0.33333333335000004,0.4166666667,0.44444444445000003,0.3888888889,0.4722222222,0.5277777778,0.55555555555,0.5833333333,0.61111111115,0.66666666665,0.69444444445,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556
f99203,0.33333333335000004,0.6666666666500001,0.875,0.9166666666500001,0.8333333333499999,0.9583333333499999,0.9583333333499999,1,0.875,1,0.875,1,0.3888888889,0.6111111111,0.6666666667000001,0.77777777775,0.77777777775,0.8611111111,0.8888888889,0.9722222222,0.91666666665,0.9722222222,0.9444444444,0.9722222222,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889
67f835,0.41666666665,0.625,0.875,0.7083333333499999,0.7083333333,0.9583333333499999,0.8333333333499999,0.6666666666500001,0.9583333333499999,0.9583333333499999,0.9583333333499999,0.9583333333499999,0.44444444445,0.41666666669999997,0.5277777778,0.55555555555,0.6666666667000001,0.7222222222000001,0.6666666667,0.75,0.6388888889,0.75,0.8888888889,0.80555555555,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111
18d1db,0.29166666664999996,0.7916666666500001,0.7916666666500001,0.9166666667,0.875,0.9583333333499999,0.9166666666500001,0.875,0.9583333333499999,0.9166666667,0.9583333333499999,1,0.2777777778,0.3888888889,0.6111111111,0.5,0.6666666666500001,0.6666666667000001,0.6666666666500001,0.72222222225,0.7777777778,0.7777777778,0.8333333333,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333
48cd65,0.5,0.5,0.54166666665,0.5833333333499999,0.5416666667,0.5416666667,0.5416666666500001,0.5833333333499999,0.45833333335,0.5833333333499999,0.5833333333499999,0.58333333335,0.22222222225,0.41666666664999996,0.55555555555,0.5,0.3611111111,0.4444444444,0.44444444445,0.44444444445,0.3888888889,0.5,0.44444444445,0.44444444445,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.5138888889,0.5138888889,0.5138888889,0.5138888889,0.5138888889,0.5138888889,0.5138888889,0.5138888889,0.5138888889,0.5138888889,0.5138888889,0.5138888889
fc5087,0.625,0.6666666667,0.7083333333,0.8333333333,0.9583333333499999,0.9166666667,0.9166666666500001,0.9583333333499999,0.9583333333499999,0.9583333333499999,0.875,0.9166666666500001,0.38888888885,0.44444444445000003,0.6111111111,0.6111111111,0.6388888889,0.77777777775,0.75,0.6666666666500001,0.75,0.80555555555,0.8611111111,0.75,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.5694444444,0.5694444444,0.5694444444,0.5694444444,0.5694444444,0.5694444444,0.5694444444,0.5694444444,0.5694444444,0.5694444444,0.5694444444,0.5694444444
c5ba6e,0.3333333333,0.5,0.75,0.7083333333,0.8333333333499999,0.9583333333499999,0.875,0.8333333333,0.9583333333499999,0.875,0.9166666667,0.9583333333499999,0.2777777778,0.41666666664999996,0.44444444445,0.72222222225,0.5833333333,0.77777777775,0.7777777777999999,0.77777777775,0.6666666666500001,0.80555555555,0.8611111111,0.8611111111,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444
85efcf,0.58333333335,0.6666666666500001,0.8333333333499999,0.9166666666500001,0.8333333333499999,0.8333333333,0.9166666666500001,0.9583333333499999,0.875,0.9166666666500001,0.9583333333499999,0.9166666666500001,0.3611111111,0.41666666664999996,0.52777777775,0.55555555555,0.58333333335,0.6388888889,0.69444444445,0.5555555556,0.6666666667000001,0.7777777777999999,0.7777777778,0.7777777777999999,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444
188b9c,0.625,0.75,0.8333333333499999,0.875,0.9583333333499999,1,1,0.9583333333499999,0.875,0.9166666667,1,0.875,0.38888888885,0.55555555555,0.69444444445,0.80555555555,0.7222222222000001,0.77777777775,0.80555555555,0.8611111111,0.91666666665,0.91666666665,0.91666666665,0.9722222222,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111
472e6c,0.8333333333,0.6666666666500001,0.7083333333499999,0.7083333333499999,0.875,0.7916666666500001,0.8333333333499999,0.75,0.7916666666500001,0.7916666667,0.7083333333,0.75,0.5,0.58333333335,0.4722222222,0.5,0.4722222222,0.44444444445,0.3888888889,0.6666666667,0.47222222225,0.44444444445,0.6111111111,0.69444444445,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
31d533,0.375,0.6666666666500001,0.7916666666500001,0.75,0.875,0.75,0.75,0.7916666667,0.9166666667,0.7916666666500001,0.9166666667,0.875,0.44444444445,0.5277777778,0.6388888889,0.6666666666500001,0.72222222225,0.55555555555,0.7777777778,0.7222222222,0.72222222225,0.6666666667000001,0.7777777777999999,0.69444444445,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667
6b92d2,0.5,0.5833333333,0.54166666665,0.8333333333499999,0.7916666667,0.8333333333499999,0.75,0.9583333333499999,0.875,0.9166666667,0.9583333333499999,0.9166666666500001,0.38888888885,0.4722222222,0.4444444444,0.5277777778,0.69444444445,0.61111111115,0.5833333333,0.6388888889,0.5833333333,0.61111111115,0.75,0.69444444445,0.1666666667,0.1666666667,0.1666666667,0.1666666667,0.1666666667,0.1666666667,0.1666666667,0.1666666667,0.1666666667,0.1666666667,0.1666666667,0.1666666667,0.1111111111,0.1111111111,0.1111111111,0.1111111111,0.1111111111,0.1111111111,0.1111111111,0.1111111111,0.1111111111,0.1111111111,0.1111111111,0.1111111111
b40cc5,0.2916666667,0.625,0.75,0.7916666666500001,0.7916666667,0.75,0.7916666667,0.9166666667,0.7916666667,0.9583333333499999,0.7083333333,0.5833333333,0.27777777775,0.3333333333,0.3611111111,0.5277777778,0.4722222222,0.41666666665,0.4722222222,0.41666666665,0.44444444445,0.3611111111,0.4722222222,0.6388888889,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
e3d9a1,0.41666666664999996,0.625,0.5833333333499999,0.7916666667,0.75,0.7916666667,0.75,0.9166666667,0.9166666666500001,0.875,0.7916666666500001,0.9166666667,0.25,0.27777777775,0.30555555555,0.4166666667,0.4722222222,0.33333333335000004,0.41666666665,0.44444444445,0.44444444445,0.55555555555,0.41666666664999996,0.55555555555,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222
ff6e08,0.5833333333,0.8333333333499999,0.7916666667,0.875,0.9583333333499999,0.9583333333499999,0.9166666667,1,0.9166666667,1,0.9166666666500001,1,0.44444444445,0.4722222222,0.6666666666500001,0.5,0.6666666666500001,0.6666666666500001,0.6666666666500001,0.72222222225,0.8611111111,0.80555555555,0.88888888885,0.8611111111,1,1,1,1,1,1,1,1,1,1,1,1,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778
a6dcdb,0.375,0.6666666666500001,0.7916666666500001,0.9166666666500001,0.9583333333499999,0.9583333333499999,1,0.9166666666500001,0.875,0.9583333333499999,0.9583333333499999,0.875,0.33333333330000003,0.41666666664999996,0.52777777775,0.6388888889,0.6111111111,0.77777777775,0.72222222225,0.8888888889,0.8611111111,0.9166666666500001,0.94444444445,0.9722222222,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.6388888889,0.6388888889,0.6388888889,0.6388888889,0.6388888889,0.6388888889,0.6388888889,0.6388888889,0.6388888889,0.6388888889,0.6388888889,0.6388888889
66c8f5,0.20833333334999998,0.5833333333,0.7083333333499999,0.875,0.75,0.7083333333,0.8333333333499999,0.875,0.875,0.875,0.9166666666500001,0.875,0.25,0.3611111111,0.44444444445,0.4444444444,0.55555555555,0.55555555555,0.5,0.61111111115,0.5555555556,0.69444444445,0.72222222225,0.7222222222000001,0.6388888889,0.6388888889,0.6388888889,0.6388888889,0.6388888889,0.6388888889,0.6388888889,0.6388888889,0.6388888889,0.6388888889,0.6388888889,0.6388888889,0.4305555556,0.4305555556,0.4305555556,0.4305555556,0.4305555556,0.4305555556,0.4305555556,0.4305555556,0.4305555556,0.4305555556,0.4305555556,0.4305555556
a21185,0.7083333333499999,0.875,0.9166666666500001,0.9583333333499999,1,0.875,0.875,0.9583333333499999,0.9583333333499999,0.9583333333499999,0.9583333333499999,0.9583333333499999,0.30555555555,0.4444444444,0.4722222222,0.41666666665,0.58333333335,0.58333333335,0.6388888889,0.69444444445,0.72222222225,0.75,0.80555555555,0.80555555555,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111
5f8aa5,0.33333333335,0.5,0.625,0.7916666667,0.8333333333499999,0.9166666667,0.875,0.9166666667,0.875,0.9166666666500001,0.8333333333499999,0.9583333333499999,0.2777777778,0.4444444444,0.52777777775,0.5833333333,0.5,0.5277777778,0.5,0.6388888889,0.5277777778,0.6666666666500001,0.8333333332999999,0.7222222222000001,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5138888889,0.5138888889,0.5138888889,0.5138888889,0.5138888889,0.5138888889,0.5138888889,0.5138888889,0.5138888889,0.5138888889,0.5138888889,0.5138888889
dc3659,0.5,0.625,0.8333333333499999,0.7083333333,0.75,0.9583333333499999,0.7916666667,0.8333333333499999,0.8333333333,0.9583333333499999,0.875,0.875,0.3333333333,0.55555555555,0.7222222222,0.75,0.6388888888500001,0.94444444445,0.7777777777999999,0.8333333333499999,0.9722222222,0.8611111111,0.8888888889,0.91666666665,1,1,1,1,1,1,1,1,1,1,1,1,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222
4e1ef7,0.33333333335000004,0.45833333335000004,0.8333333333499999,0.6666666666500001,0.7916666666500001,0.7916666666500001,0.75,0.8333333333499999,0.875,0.9166666667,0.7916666666500001,1,0.25,0.38888888885,0.4722222222,0.5,0.41666666664999996,0.52777777775,0.58333333335,0.4722222222,0.36111111110000005,0.47222222225,0.61111111115,0.6111111111,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
e5a836,0.45833333335000004,0.7916666666500001,0.75,0.8333333333,0.9166666667,0.9166666666500001,0.8333333333499999,0.9583333333499999,0.7916666667,0.9583333333499999,1,0.875,0.30555555555,0.44444444445,0.58333333335,0.52777777775,0.6388888889,0.5833333333,0.7777777777999999,0.66666666665,0.75,0.8333333333499999,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
894d05,0.33333333335000004,0.7916666666500001,0.7916666666500001,0.8333333333499999,0.875,0.9166666666500001,0.9166666666500001,1,0.9166666666500001,1,0.9583333333499999,1,0.3888888889,0.41666666664999996,0.36111111110000005,0.5,0.47222222225,0.72222222225,0.5277777778,0.58333333335,0.6388888889,0.55555555555,0.6388888889,0.6388888889,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.5277777778,0.5277777778,0.5277777778,0.5277777778,0.5277777778,0.5277777778,0.5277777778,0.5277777778,0.5277777778,0.5277777778,0.5277777778,0.5277777778
f9dd69,0.5416666666500001,0.75,0.75,0.6666666666500001,0.75,0.7916666667,0.7916666666500001,0.5833333333499999,0.7916666666500001,0.875,0.875,0.875,0.33333333335000004,0.41666666665,0.47222222225,0.44444444445,0.55555555555,0.5,0.5833333333499999,0.5,0.4722222222,0.4722222222,0.44444444445,0.44444444445,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667
7e1f2b,0.45833333335000004,0.5,0.875,0.75,0.875,0.75,0.875,0.9166666667,0.875,0.875,0.7916666666500001,0.9166666667,0.41666666665,0.55555555555,0.5555555556,0.5833333333499999,0.75,0.6388888889,0.6388888889,0.80555555555,0.80555555555,0.8333333333499999,0.80555555555,0.8333333333499999,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
41ffa3,0.375,0.33333333335000004,0.16666666665000002,0.375,0.33333333335000004,0.45833333335000004,0.375,0.45833333330000003,0.2916666667,0.3333333333,0.45833333330000003,0.45833333330000003,0.2777777778,0.16666666665000002,0.33333333335000004,0.3611111111,0.27777777775,0.2777777778,0.30555555555,0.38888888885,0.3888888889,0.3888888889,0.41666666665,0.36111111110000005,0.1944444444,0.1944444444,0.1944444444,0.1944444444,0.1944444444,0.1944444444,0.1944444444,0.1944444444,0.1944444444,0.1944444444,0.1944444444,0.1944444444,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.3333333333
5952ce,0.5833333333,0.7083333333499999,0.7083333333499999,0.7916666666500001,0.7916666666500001,0.875,1,1,0.9166666667,0.875,0.9166666666500001,1,0.27777777775,0.41666666664999996,0.3611111111,0.5277777778,0.5,0.5277777778,0.41666666664999996,0.5277777778,0.52777777775,0.52777777775,0.55555555555,0.5,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556
0a9f0e,0.625,0.8333333333,0.75,0.75,0.8333333333499999,0.8333333333,0.9166666667,0.8333333333,0.8333333333,0.9583333333499999,0.9166666666500001,0.7916666667,0.52777777775,0.6666666666500001,0.72222222225,0.8333333333499999,0.75,0.8333333332999999,0.8611111111,0.8333333333,0.8888888889,0.91666666665,0.91666666665,0.91666666665,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889
896453,0.5,0.6666666666500001,0.6666666666500001,0.7916666666500001,0.875,0.9166666667,0.8333333333499999,0.7916666666500001,0.875,0.8333333333499999,0.9166666666500001,0.625,0.3611111111,0.33333333335000004,0.38888888885,0.5,0.58333333335,0.69444444445,0.6388888889,0.75,0.7222222222,0.72222222225,0.61111111115,0.6388888889,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333
0dbe89,0.45833333335000004,0.75,0.7916666666500001,0.9166666667,0.8333333333499999,0.7916666666500001,0.875,0.9166666666500001,0.875,0.875,0.9166666666500001,0.875,0.30555555555,0.5833333333,0.69444444445,0.75,0.75,0.75,0.8611111111,0.75,0.8333333333499999,0.80555555555,0.91666666665,0.8888888889,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111
efea8f,0.33333333335000004,0.5,0.6666666667,0.75,0.625,0.75,0.875,0.7916666667,0.875,0.875,0.9583333333499999,0.75,0.4722222222,0.44444444445,0.52777777775,0.58333333335,0.52777777775,0.6388888889,0.6111111111,0.6388888889,0.6666666666500001,0.5,0.6388888889,0.6666666666500001,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.2777777778,0.2777777778,0.2777777778,0.2777777778,0.2777777778,0.2777777778,0.2777777778,0.2777777778,0.2777777778,0.2777777778,0.2777777778,0.2777777778
18d39a,0.3333333333,0.5,0.5833333333499999,0.75,0.7916666666500001,0.875,0.8333333333499999,0.9166666667,0.8333333333499999,0.875,0.9166666666500001,0.7916666666500001,0.33333333335000004,0.41666666665,0.5277777778,0.52777777775,0.6111111111,0.72222222225,0.7777777778,0.6666666667000001,0.77777777775,0.80555555555,0.69444444445,0.75,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.8194444444,0.8194444444,0.8194444444,0.8194444444,0.8194444444,0.8194444444,0.8194444444,0.8194444444,0.8194444444,0.8194444444,0.8194444444,0.8194444444
734b7b,0.375,0.6666666666500001,0.7083333333499999,0.625,0.7916666666500001,0.8333333333499999,0.9166666666500001,0.7083333333499999,0.8333333333499999,0.7083333333,0.9583333333499999,0.875,0.44444444445,0.3611111111,0.5,0.5,0.4722222222,0.47222222225,0.58333333335,0.6111111111,0.69444444445,0.58333333335,0.69444444445,0.61111111115,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778
6aa1d5,0.5416666667,0.6666666666500001,0.75,0.7916666667,0.8333333333499999,0.6666666666500001,0.75,0.875,0.9166666666500001,0.875,0.875,0.875,0.4722222222,0.44444444445,0.6666666667000001,0.6388888889,0.61111111115,0.6666666667000001,0.69444444445,0.75,0.6666666666500001,0.6388888889,0.69444444445,0.80555555555,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111
b3b422,0.45833333335000004,0.5833333333499999,0.875,0.7916666667,0.8333333333499999,0.9166666666500001,0.9166666666500001,0.8333333333,0.8333333333499999,0.9166666667,0.9166666667,1,0.41666666665,0.6666666666500001,0.69444444445,0.8333333333,0.8611111111,0.8888888889,0.88888888885,0.94444444445,0.91666666665,0.8611111111,0.8888888889,0.94444444445,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111
5aa0e7,0.20833333329999998,0.45833333335000004,0.625,0.5,0.7083333333499999,0.58333333335,0.75,0.75,0.7083333333,0.8333333333499999,0.6666666666500001,0.7083333333,0.36111111110000005,0.38888888885,0.3611111111,0.44444444445,0.3333333333,0.5277777778,0.4722222222,0.4722222222,0.4722222222,0.5277777778,0.5833333333499999,0.5277777778,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.4166666667,0.4166666667,0.4166666667,0.4166666667,0.4166666667,0.4166666667,0.4166666667,0.4166666667,0.4166666667,0.4166666667,0.4166666667,0.4166666667
