subjects,learn3_1,learn3_2,learn3_3,learn3_4,learn3_5,learn3_6,learn3_7,learn3_8,learn3_9,learn3_10,learn3_11,learn3_12,learn6_1,learn6_2,learn6_3,learn6_4,learn6_5,learn6_6,learn6_7,learn6_8,learn6_9,learn6_10,learn6_11,learn6_12,test3_1,test3_2,test3_3,test3_4,test3_5,test3_6,test3_7,test3_8,test3_9,test3_10,test3_11,test3_12,test6_1,test6_2,test6_3,test6_4,test6_5,test6_6,test6_7,test6_8,test6_9,test6_10,test6_11,test6_12
38c59c,0.6666666666500001,0.625,0.6666666667,0.625,0.7916666666500001,0.8333333333499999,0.75,0.875,0.875,0.9166666667,0.9166666667,0.9583333333499999,0.47222222225,0.3888888889,0.58333333335,0.36111111110000005,0.5277777778,0.44444444445,0.47222222225,0.6666666666500001,0.61111111115,0.69444444445,0.6666666666500001,0.72222222225,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556
93ffec,0.41666666664999996,0.5833333333,0.875,0.875,0.9166666666500001,0.875,0.7916666667,0.9583333333499999,1,0.9583333333499999,0.875,0.875,0.38888888885,0.47222222225,0.6111111111,0.69444444445,0.5833333333499999,0.6388888889,0.8611111111,0.8611111111,0.91666666665,0.91666666665,0.8611111111,0.8611111111,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667
9acf95,0.45833333330000003,0.625,0.75,0.8333333333,0.9166666666500001,0.9166666666500001,1,1,0.9583333333499999,0.9583333333499999,1,1,0.36111111110000005,0.36111111115,0.33333333330000003,0.22222222225,0.30555555555,0.47222222225,0.41666666665,0.5,0.55555555555,0.44444444445,0.61111111115,0.58333333335,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667
9ebcf7,0.41666666665,0.625,0.5833333333,0.5833333333,0.7916666666500001,0.7916666667,0.8333333333499999,0.8333333333499999,0.7916666666500001,0.8333333333499999,0.875,0.875,0.3611111111,0.5,0.5555555556,0.33333333335000004,0.41666666665,0.38888888885,0.30555555555,0.33333333330000003,0.38888888885,0.3888888889,0.3888888889,0.3611111111,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5694444444,0.5694444444,0.5694444444,0.5694444444,0.5694444444,0.5694444444,0.5694444444,0.5694444444,0.5694444444,0.5694444444,0.5694444444,0.5694444444
71a0e8,0.33333333335000004,0.5416666666500001,0.8333333333499999,0.9166666666500001,0.8333333333499999,0.9583333333499999,0.875,0.9583333333499999,0.9583333333499999,0.9166666667,0.9166666666500001,0.9583333333499999,0.2777777778,0.4722222222,0.4722222222,0.47222222225,0.5,0.58333333335,0.5833333333499999,0.5,0.55555555555,0.4722222222,0.6666666667000001,0.69444444445,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667
1543fb,0.45833333335000004,0.6666666666500001,0.75,0.9166666666500001,0.75,0.9166666666500001,0.8333333333499999,0.9166666666500001,0.875,0.9583333333499999,0.875,0.9583333333499999,0.3333333333,0.58333333335,0.5833333333499999,0.55555555555,0.44444444445,0.5,0.5555555556,0.5,0.5,0.6388888889,0.5833333333499999,0.7222222222,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778
223c73,0.45833333335,0.7083333333499999,0.9166666666500001,0.9583333333499999,0.7916666666500001,1,0.8333333333499999,0.9166666667,0.8333333333499999,0.9583333333499999,0.9583333333499999,1,0.38888888885,0.5,0.75,0.6111111111,0.7222222222000001,0.91666666665,0.72222222225,0.8333333332999999,0.94444444445,0.69444444445,0.8333333333499999,0.80555555555,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222
51cc49,0.3333333333,0.625,0.7083333333499999,0.5833333333,0.5833333333499999,0.8333333333,0.6666666667,0.7083333333,0.7083333333499999,0.625,0.75,0.7916666667,0.30555555555,0.4722222222,0.41666666665,0.44444444445,0.30555555555,0.47222222225,0.58333333335,0.4722222222,0.47222222225,0.4166666667,0.5,0.55555555555,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556
1f0024,0.375,0.45833333330000003,0.7083333333,0.875,0.875,0.9583333333499999,0.875,0.875,0.875,0.9166666666500001,0.7916666667,0.8333333333,0.3888888889,0.5277777778,0.55555555555,0.6666666666500001,0.6388888889,0.6666666666500001,0.75,0.88888888885,0.8888888889,0.8333333332999999,0.8611111111,0.8611111111,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778
a0a2dd,0.45833333335000004,0.8333333333,0.75,0.9583333333499999,0.9166666666500001,0.9166666667,0.9583333333499999,0.9166666667,0.9166666667,0.9166666667,0.875,0.9166666667,0.30555555555,0.5277777778,0.5555555556,0.7777777777999999,0.72222222225,0.6111111111,0.6388888888500001,0.7222222222000001,0.77777777775,0.8611111111,0.8333333332999999,0.8333333333,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444
57f3e2,0.29166666665,0.6666666666500001,0.45833333335000004,0.58333333335,0.5416666666500001,0.7916666666500001,0.7916666666500001,0.7916666666500001,0.7916666666500001,0.8333333333,0.75,0.875,0.19444444445,0.2777777778,0.30555555555,0.5,0.3888888889,0.47222222225,0.5277777778,0.6666666666500001,0.5277777778,0.6388888889,0.6388888889,0.77777777775,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667
276e9b,0.20833333335,0.45833333335000004,0.8333333333,0.9166666667,0.9166666666500001,0.9583333333499999,0.9583333333499999,0.9166666667,0.9166666666500001,0.8333333333499999,0.9583333333499999,0.875,0.2777777778,0.41666666665,0.5,0.5277777778,0.6666666666500001,0.72222222225,0.6111111111,0.6111111111,0.61111111115,0.69444444445,0.61111111115,0.72222222225,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.4444444444,0.4444444444,0.4444444444,0.4444444444,0.4444444444,0.4444444444,0.4444444444,0.4444444444,0.4444444444,0.4444444444,0.4444444444,0.4444444444
842417,0.4166666667,0.625,0.7083333333499999,0.875,0.8333333333499999,1,0.8333333333,0.9166666667,0.9583333333499999,0.9166666667,0.9583333333499999,0.9583333333499999,0.25,0.36111111110000005,0.58333333335,0.6111111111,0.7222222222,0.80555555555,0.80555555555,0.91666666665,0.9444444444,0.8333333333499999,0.9166666666500001,0.8333333333499999,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444
cb9d13,0.375,0.6666666667,0.8333333333499999,0.7916666667,0.875,0.875,0.9166666667,0.9166666667,0.9583333333499999,0.9166666667,0.875,0.9166666666500001,0.22222222219999999,0.44444444445,0.6388888889,0.5277777778,0.6666666666500001,0.80555555555,0.6111111111,0.75,0.6666666667000001,0.77777777775,0.72222222225,0.6388888889,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444
67f2cf,0.375,0.6666666667,0.7916666667,0.9166666666500001,0.9166666666500001,0.7916666666500001,0.8333333333,0.9583333333499999,0.9583333333499999,0.9166666666500001,0.9583333333499999,0.9583333333499999,0.3888888889,0.5,0.41666666665,0.3888888889,0.5277777778,0.52777777775,0.69444444445,0.7222222222,0.69444444445,0.69444444445,0.8333333333499999,0.8333333333499999,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.7083333333,0.7083333333,0.7083333333,0.7083333333,0.7083333333,0.7083333333,0.7083333333,0.7083333333,0.7083333333,0.7083333333,0.7083333333,0.7083333333
a621c2,0.33333333335000004,0.41666666664999996,0.7916666667,0.7083333333499999,0.8333333333499999,0.8333333333499999,0.7916666667,0.7083333333499999,0.8333333333499999,0.7083333333499999,0.9583333333499999,0.8333333333499999,0.3333333333,0.33333333330000003,0.5277777778,0.55555555555,0.55555555555,0.58333333335,0.5833333333499999,0.55555555555,0.6111111111,0.6666666666500001,0.69444444445,0.5555555556,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667
88e760,0.45833333330000003,0.7083333333,0.75,0.875,0.7916666666500001,0.9166666666500001,0.9166666666500001,0.9583333333499999,0.9166666666500001,0.9166666666500001,0.75,0.8333333333499999,0.33333333335000004,0.30555555555,0.41666666664999996,0.5,0.5277777778,0.33333333335000004,0.6111111111,0.55555555555,0.6388888889,0.69444444445,0.6388888889,0.6388888889,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111
292129,0.625,0.5833333333499999,0.7916666666500001,0.9166666666500001,0.8333333333499999,0.875,0.875,0.8333333333499999,0.875,0.9166666667,1,1,0.30555555555,0.33333333330000003,0.33333333330000003,0.5555555556,0.55555555555,0.6666666667000001,0.6666666666500001,0.7777777778,0.75,0.6388888889,0.72222222225,0.69444444445,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222
598a27,0.5416666666500001,0.5833333333,0.9166666667,0.9166666667,0.9583333333499999,1,0.875,0.9583333333499999,1,1,1,0.9583333333499999,0.41666666665,0.5277777778,0.69444444445,0.61111111115,0.72222222225,0.7222222222000001,0.77777777775,0.8611111111,0.80555555555,0.80555555555,0.7777777777999999,0.8611111111,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.7638888889,0.7638888889,0.7638888889,0.7638888889,0.7638888889,0.7638888889,0.7638888889,0.7638888889,0.7638888889,0.7638888889,0.7638888889,0.7638888889
6e88c7,0.45833333330000003,0.5833333333,0.75,0.75,0.875,0.875,0.875,0.9583333333499999,0.9583333333499999,0.875,0.9166666666500001,0.9583333333499999,0.36111111110000005,0.47222222225,0.5,0.69444444445,0.7222222222,0.77777777775,0.77777777775,0.7222222222000001,0.75,0.75,0.69444444445,0.77777777775,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
6fe1cb,0.5416666666500001,0.7916666666500001,0.875,0.875,0.9166666667,1,0.9166666667,0.9583333333499999,0.9166666666500001,1,0.9583333333499999,1,0.3333333333,0.41666666665,0.6388888889,0.5,0.7222222222,0.6666666666500001,0.75,0.80555555555,0.7777777778,0.8888888889,0.91666666665,0.88888888885,1,1,1,1,1,1,1,1,1,1,1,1,0.7638888889,0.7638888889,0.7638888889,0.7638888889,0.7638888889,0.7638888889,0.7638888889,0.7638888889,0.7638888889,0.7638888889,0.7638888889,0.7638888889
af7457,0.45833333335000004,0.5833333333499999,0.5833333333,0.7916666667,0.7916666667,0.8333333333499999,0.7916666666500001,0.8333333333499999,0.875,0.875,0.875,0.9583333333499999,0.5,0.36111111110000005,0.30555555555,0.38888888885,0.44444444445000003,0.5555555556,0.4722222222,0.5,0.47222222225,0.41666666664999996,0.3888888889,0.4722222222,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.1944444444,0.1944444444,0.1944444444,0.1944444444,0.1944444444,0.1944444444,0.1944444444,0.1944444444,0.1944444444,0.1944444444,0.1944444444,0.1944444444
53b63a,0.625,0.7916666667,0.9166666666500001,0.9166666667,0.9583333333499999,0.9583333333499999,0.9583333333499999,1,0.9583333333499999,1,1,0.9583333333499999,0.27777777775,0.44444444445000003,0.4444444444,0.5833333333499999,0.5833333333,0.6111111111,0.6666666666500001,0.8611111111,0.8611111111,0.9444444444,0.9722222222,0.8611111111,1,1,1,1,1,1,1,1,1,1,1,1,0.7083333333,0.7083333333,0.7083333333,0.7083333333,0.7083333333,0.7083333333,0.7083333333,0.7083333333,0.7083333333,0.7083333333,0.7083333333,0.7083333333
24c706,0.375,0.5833333333,0.6666666666500001,0.8333333333499999,0.875,0.9166666667,1,0.9583333333499999,0.9166666666500001,0.875,0.9583333333499999,0.9583333333499999,0.30555555555,0.5,0.5,0.61111111115,0.5833333333,0.6666666667000001,0.6388888889,0.69444444445,0.5833333333,0.7222222222,0.72222222225,0.61111111115,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778
50819f,0.33333333335000004,0.5833333333,0.625,0.75,0.7916666666500001,0.9166666667,0.9583333333499999,0.875,0.9166666667,0.9166666667,0.9166666667,1,0.36111111110000005,0.33333333330000003,0.58333333335,0.69444444445,0.61111111115,0.72222222225,0.72222222225,0.72222222225,0.8333333332999999,0.80555555555,0.91666666665,0.8611111111,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556
4d9df2,0.5416666666500001,0.75,0.9166666667,0.9166666666500001,0.75,0.875,0.7916666666500001,0.8333333333499999,0.8333333333499999,0.7916666666500001,0.8333333333,0.8333333333499999,0.25,0.44444444445,0.5,0.6388888889,0.69444444445,0.8333333333499999,0.7222222222000001,0.55555555555,0.75,0.69444444445,0.75,0.72222222225,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111
b70f66,0.41666666664999996,0.6666666666500001,0.7916666666500001,0.9166666667,0.875,0.875,0.9583333333499999,0.875,0.9166666666500001,0.9583333333499999,0.8333333333499999,0.9166666666500001,0.3888888889,0.6111111111,0.55555555555,0.6111111111,0.7777777778,0.69444444445,0.8333333333499999,0.7777777778,0.69444444445,0.91666666665,0.8333333333,0.77777777775,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111
8d3097,0.41666666665,0.625,0.75,0.875,0.9166666666500001,0.8333333333499999,0.9583333333499999,0.875,0.9166666666500001,0.9166666666500001,0.9583333333499999,0.9583333333499999,0.33333333335000004,0.55555555555,0.6666666666500001,0.6111111111,0.6666666666500001,0.75,0.94444444445,0.88888888885,0.75,0.8888888889,0.8611111111,0.8611111111,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444
f6bfad,0.375,0.5,0.5,0.45833333330000003,0.7083333333499999,0.625,0.7916666666500001,0.5416666666500001,0.6666666667,0.5,0.6666666666500001,0.75,0.30555555555,0.1388888889,0.27777777775,0.2777777778,0.27777777775,0.30555555555,0.19444444445,0.3611111111,0.36111111115,0.33333333335000004,0.3888888889,0.47222222225,0,0,0,0,0,0,0,0,0,0,0,0,0.0138888889,0.0138888889,0.0138888889,0.0138888889,0.0138888889,0.0138888889,0.0138888889,0.0138888889,0.0138888889,0.0138888889,0.0138888889,0.0138888889
8376d2,0.58333333335,0.7083333333499999,0.6666666666500001,0.8333333333499999,0.75,0.8333333333499999,0.75,0.875,0.875,0.7916666667,0.75,0.8333333333,0.4722222222,0.38888888885,0.38888888885,0.30555555555,0.41666666664999996,0.41666666665,0.41666666665,0.41666666665,0.2777777778,0.4166666667,0.33333333335000004,0.33333333330000003,0.3611111111,0.3611111111,0.3611111111,0.3611111111,0.3611111111,0.3611111111,0.3611111111,0.3611111111,0.3611111111,0.3611111111,0.3611111111,0.3611111111,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556
e7e832,0.75,0.8333333333499999,0.875,0.9583333333499999,0.875,0.9583333333499999,0.875,0.8333333333499999,0.9166666666500001,0.8333333333,0.8333333333499999,0.75,0.6111111111,0.6111111111,0.77777777775,0.80555555555,0.8333333333499999,0.8333333332999999,0.80555555555,0.8888888889,0.88888888885,0.7777777777999999,0.75,0.7222222222000001,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111
7c5838,0.5416666667,0.625,0.7916666667,0.8333333333499999,0.9166666666500001,0.875,0.875,1,0.9583333333499999,1,1,1,0.44444444445,0.5,0.6666666666500001,0.7222222222000001,0.77777777775,0.7222222222000001,0.7777777778,0.80555555555,0.80555555555,0.8333333333499999,0.77777777775,0.8611111111,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
019aa2,0.5833333333499999,0.6666666667,0.75,0.7083333333,0.7083333333499999,0.7916666666500001,0.75,0.7083333333,0.7916666666500001,0.6666666667,0.70833333335,0.625,0.3611111111,0.4722222222,0.3888888889,0.44444444445,0.44444444445,0.5277777778,0.47222222225,0.41666666665,0.3888888889,0.41666666665,0.4166666667,0.3888888889,0.2777777778,0.2777777778,0.2777777778,0.2777777778,0.2777777778,0.2777777778,0.2777777778,0.2777777778,0.2777777778,0.2777777778,0.2777777778,0.2777777778,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222
6de3f3,0.33333333335000004,0.625,0.8333333333499999,0.7916666667,0.9166666667,0.9166666667,0.75,0.9166666666500001,0.9583333333499999,0.9583333333499999,0.8333333333,0.9166666666500001,0.22222222219999999,0.41666666664999996,0.41666666665,0.5277777778,0.41666666664999996,0.5,0.33333333335,0.44444444445,0.38888888885,0.55555555555,0.5277777778,0.55555555555,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.4583333333,0.4583333333,0.4583333333,0.4583333333,0.4583333333,0.4583333333,0.4583333333,0.4583333333,0.4583333333,0.4583333333,0.4583333333,0.4583333333
6f0ecb,0.45833333335000004,0.625,0.625,0.75,0.6666666666500001,0.625,0.7083333333499999,0.75,0.75,0.58333333335,0.875,0.6666666667,0.30555555555,0.4166666667,0.41666666665,0.3611111111,0.44444444445,0.4166666667,0.36111111115,0.58333333335,0.55555555555,0.47222222225,0.41666666665,0.55555555555,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.6805555556,0.6805555556,0.6805555556,0.6805555556,0.6805555556,0.6805555556,0.6805555556,0.6805555556,0.6805555556,0.6805555556,0.6805555556,0.6805555556
827245,0.41666666664999996,0.75,0.875,0.9583333333499999,0.9166666666500001,1,0.875,1,0.9583333333499999,0.9583333333499999,1,1,0.27777777775,0.5277777778,0.4722222222,0.5833333333499999,0.55555555555,0.6666666666500001,0.8333333333499999,0.80555555555,0.8333333332999999,0.8333333333499999,0.77777777775,0.88888888885,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9305555556,0.9305555556,0.9305555556,0.9305555556,0.9305555556,0.9305555556,0.9305555556,0.9305555556,0.9305555556,0.9305555556,0.9305555556,0.9305555556
cff8cd,0.5,0.5833333333499999,0.7916666666500001,0.875,0.9166666667,0.9583333333499999,0.9583333333499999,0.875,0.9166666666500001,0.9583333333499999,0.9583333333499999,0.9583333333499999,0.2777777778,0.52777777775,0.55555555555,0.6666666667000001,0.75,0.69444444445,0.75,0.72222222225,0.72222222225,0.69444444445,0.80555555555,0.72222222225,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333
1a551b,0.41666666665,0.6666666667,0.875,0.9166666666500001,0.9166666666500001,0.9583333333499999,0.9166666667,0.9166666667,1,0.9583333333499999,0.9583333333499999,0.9166666667,0.4722222222,0.69444444445,0.75,0.8333333333,0.7777777778,0.8333333333,0.8611111111,0.80555555555,0.8888888889,0.8888888889,0.80555555555,0.9166666666500001,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444
3942a5,0.5,0.54166666665,0.7083333333499999,0.875,0.9166666666500001,0.9166666667,0.9166666666500001,1,0.9583333333499999,0.875,1,0.875,0.44444444445,0.44444444445,0.4722222222,0.6388888889,0.6388888889,0.75,0.7777777778,0.75,0.80555555555,0.8611111111,0.8888888889,0.9166666666500001,1,1,1,1,1,1,1,1,1,1,1,1,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444
d11ef4,0.5833333333,0.75,0.9166666667,0.8333333333,0.875,0.9583333333499999,0.875,0.8333333333499999,0.875,0.9583333333499999,1,0.9583333333499999,0.41666666665,0.5,0.5,0.55555555555,0.72222222225,0.6388888889,0.6388888889,0.7222222222,0.75,0.75,0.80555555555,0.6666666666500001,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222
d588b5,0.45833333330000003,0.5416666667,0.875,0.8333333333,0.8333333333499999,0.9166666667,0.9583333333499999,0.9166666666500001,0.9583333333499999,0.875,1,0.9166666667,0.2777777778,0.25,0.2777777778,0.3888888889,0.38888888885,0.5833333333499999,0.41666666664999996,0.5833333333499999,0.4722222222,0.4722222222,0.58333333335,0.47222222225,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556
