"model","setSize","model.ID","estimate","estimate.type"
"bias","s3",11395,0.223111111093333,"y-int"
"bias","s3",11395,0.0675238095257143,"slope"
"bias","s3",11396,0.292222222193333,"y-int"
"bias","s3",11396,0.0404761904828571,"slope"
"bias","s3",11397,0.282444444446667,"y-int"
"bias","s3",11397,0.0943809523771428,"slope"
"bias","s3",11398,0.304222222193333,"y-int"
"bias","s3",11398,0.0770476190542857,"slope"
"bias","s3",11399,0.20533333334,"y-int"
"bias","s3",11399,0.0780000000028571,"slope"
"bias","s3",11400,0.278888888853334,"y-int"
"bias","s3",11400,0.0471428571514285,"slope"
"bias","s3",11401,0.281333333306667,"y-int"
"bias","s3",11401,0.0815238095314286,"slope"
"bias","s3",11402,0.299333333386667,"y-int"
"bias","s3",11402,0.0773333333228572,"slope"
"bias","s3",11403,0.198222222233333,"y-int"
"bias","s3",11403,0.0773333333285715,"slope"
"bias","s3",11404,0.34800000002,"y-int"
"bias","s3",11404,0.0334285714228571,"slope"
"bias","s3",11405,0.246888888846667,"y-int"
"bias","s3",11405,0.08580952382,"slope"
"bias","s3",11406,0.288444444473334,"y-int"
"bias","s3",11406,0.0812380952314286,"slope"
"bias","s3",11407,0.243111111073334,"y-int"
"bias","s3",11407,0.0746666666742857,"slope"
"bias","s3",11408,0.31422222222,"y-int"
"bias","s3",11408,0.0413333333371428,"slope"
"bias","s3",11409,0.278888888866667,"y-int"
"bias","s3",11409,0.08,"slope"
"bias","s3",11410,0.203555555553334,"y-int"
"bias","s3",11410,0.0958095238085714,"slope"
"bias","s3",11411,0.228444444486667,"y-int"
"bias","s3",11411,0.0717142857085714,"slope"
"bias","s3",11412,0.27555555556,"y-int"
"bias","s3",11412,0.0485714285685714,"slope"
"bias","s3",11413,0.28044444446,"y-int"
"bias","s3",11413,0.0816190476114286,"slope"
"bias","s3",11414,0.253111111086667,"y-int"
"bias","s3",11414,0.08657142858,"slope"
"bias","s3",11415,0.254888888873333,"y-int"
"bias","s3",11415,0.0682857142885714,"slope"
"bias","s3",11416,0.31600000002,"y-int"
"bias","s3",11416,0.0411428571371428,"slope"
"bias","s3",11417,0.256444444473333,"y-int"
"bias","s3",11417,0.0932380952314286,"slope"
"bias","s3",11418,0.324,"y-int"
"bias","s3",11418,0.076,"slope"
"bias","s3",11419,0.220666666626667,"y-int"
"bias","s3",11419,0.0736190476257143,"slope"
"bias","s3",11420,0.305333333326667,"y-int"
"bias","s3",11420,0.0384761904828571,"slope"
"bias","s3",11421,0.244444444386667,"y-int"
"bias","s3",11421,0.0895238095371429,"slope"
"bias","s3",11422,0.292666666646667,"y-int"
"bias","s3",11422,0.0825714285771428,"slope"
"bias","s3",11423,0.25244444448,"y-int"
"bias","s3",11423,0.0677142857057143,"slope"
"bias","s3",11424,0.30733333334,"y-int"
"bias","s3",11424,0.0436190476171429,"slope"
"bias","s3",11425,0.268222222173333,"y-int"
"bias","s3",11425,0.0901904762028571,"slope"
"bias","s3",11426,0.320000000006667,"y-int"
"bias","s3",11426,0.0761904761885714,"slope"
"bias","s3",11427,0.287555555553334,"y-int"
"bias","s3",11427,0.0641904761942857,"slope"
"bias","s3",11428,0.275555555546667,"y-int"
"bias","s3",11428,0.04571428572,"slope"
"bias","s3",11429,0.263333333326667,"y-int"
"bias","s3",11429,0.0857142857114286,"slope"
"bias","s3",11430,0.26133333338,"y-int"
"bias","s3",11430,0.0896190476057143,"slope"
"bias","s3",11431,0.24777777778,"y-int"
"bias","s3",11431,0.07761904762,"slope"
"bias","s3",11432,0.313111111113334,"y-int"
"bias","s3",11432,0.0403809523771428,"slope"
"bias","s3",11433,0.30066666666,"y-int"
"bias","s3",11433,0.0669523809542857,"slope"
"bias","s3",11434,0.2742222222,"y-int"
"bias","s3",11434,0.0732380952428571,"slope"
"bias","s3",11435,0.22244444442,"y-int"
"bias","s3",11435,0.0653333333371429,"slope"
"bias","s3",11436,0.306444444446667,"y-int"
"bias","s3",11436,0.0289523809485714,"slope"
"bias","s3",11437,0.272222222233334,"y-int"
"bias","s3",11437,0.0704761904714285,"slope"
"bias","s3",11438,0.295555555606667,"y-int"
"bias","s3",11438,0.06857142856,"slope"
"bias","s3",11439,0.219111111093333,"y-int"
"bias","s3",11439,0.0686666666685714,"slope"
"bias","s3",11440,0.317555555526667,"y-int"
"bias","s3",11440,0.0251428571542857,"slope"
"bias","s3",11441,0.272888888886667,"y-int"
"bias","s3",11441,0.06838095238,"slope"
"bias","s3",11442,0.261777777826667,"y-int"
"bias","s3",11442,0.0740952380828571,"slope"
"bias","s3",11443,0.23177777776,"y-int"
"bias","s3",11443,0.0640952380971429,"slope"
"bias","s3",11444,0.35177777774,"y-int"
"bias","s3",11444,0.02695238096,"slope"
"bias","s3",11445,0.278666666706667,"y-int"
"bias","s3",11445,0.0679999999885714,"slope"
"bias","s3",11446,0.26866666666,"y-int"
"bias","s3",11446,0.0703809523828571,"slope"
"bias","s3",11447,0.200222222226667,"y-int"
"bias","s3",11447,0.0705714285685714,"slope"
"bias","s3",11448,0.312666666686667,"y-int"
"bias","s3",11448,0.0254285714228571,"slope"
"bias","s3",11449,0.314888888853333,"y-int"
"bias","s3",11449,0.0616190476228572,"slope"
"bias","s3",11450,0.29066666664,"y-int"
"bias","s3",11450,0.0693333333457143,"slope"
"bias","s3",11451,0.221111111133333,"y-int"
"bias","s3",11451,0.0628571428571428,"slope"
"bias","s3",11452,0.298888888886667,"y-int"
"bias","s3",11452,0.03047619048,"slope"
"bias","s3",11453,0.27311111112,"y-int"
"bias","s3",11453,0.0732380952371429,"slope"
"bias","s3",11454,0.304000000013333,"y-int"
"bias","s3",11454,0.07742857142,"slope"
"bias","s3",11455,0.22533333336,"y-int"
"bias","s3",11455,0.0737142857114285,"slope"
"bias","s3",11456,0.270444444473333,"y-int"
"bias","s3",11456,0.0378095238028571,"slope"
"bias","s3",11457,0.303777777786667,"y-int"
"bias","s3",11457,0.0749523809514286,"slope"
"bias","s3",11458,0.269555555526667,"y-int"
"bias","s3",11458,0.0807619047685714,"slope"
"bias","s3",11459,0.16399999998,"y-int"
"bias","s3",11459,0.0869523809628571,"slope"
"bias","s3",11460,0.322666666673333,"y-int"
"bias","s3",11460,0.0301904761885714,"slope"
"bias","s3",11461,0.29577777776,"y-int"
"bias","s3",11461,0.07533333334,"slope"
"bias","s3",11462,0.315333333353333,"y-int"
"bias","s3",11462,0.07038095238,"slope"
"bias","s3",11463,0.226000000006667,"y-int"
"bias","s3",11463,0.0654285714314285,"slope"
"bias","s3",11464,0.33155555552,"y-int"
"bias","s3",11464,0.0240000000085714,"slope"
"bias","s3",11465,0.31666666666,"y-int"
"bias","s3",11465,0.0685714285685713,"slope"
"bias","s3",11466,0.305111111113334,"y-int"
"bias","s3",11466,0.0664761904771428,"slope"
"bias","s3",11467,0.22288888894,"y-int"
"bias","s3",11467,0.0674285714171428,"slope"
"bias","s3",11468,0.285777777766667,"y-int"
"bias","s3",11468,0.0477142857142857,"slope"
"bias","s3",11469,0.244888888893333,"y-int"
"bias","s3",11469,0.0768571428542857,"slope"
"bias","s3",11470,0.29755555558,"y-int"
"bias","s3",11470,0.0703809523771428,"slope"
"bias","s3",11471,0.236444444486667,"y-int"
"bias","s3",11471,0.0599047618942857,"slope"
"bias","s3",11472,0.31111111112,"y-int"
"bias","s3",11472,0.03238095238,"slope"
"bias","s3",11473,0.251333333346667,"y-int"
"bias","s3",11473,0.0943809523771428,"slope"
"bias","s3",11474,0.265555555533333,"y-int"
"bias","s3",11474,0.0819047619142857,"slope"
"bias","s3",11475,0.170444444446667,"y-int"
"bias","s3",11475,0.0806666666628571,"slope"
"bias","s3",11476,0.287333333313333,"y-int"
"bias","s3",11476,0.0345714285771428,"slope"
"bias","s3",11477,0.246222222266667,"y-int"
"bias","s3",11477,0.0898095238,"slope"
"bias","s3",11478,0.261555555586667,"y-int"
"bias","s3",11478,0.0839999999942857,"slope"
"bias","s3",11479,0.213111111106667,"y-int"
"bias","s3",11479,0.0741904761885714,"slope"
"bias","s3",11480,0.34844444442,"y-int"
"bias","s3",11480,0.0202857142942857,"slope"
"bias","s3",11481,0.246222222233333,"y-int"
"bias","s3",11481,0.086,"slope"
"bias","s3",11482,0.27644444446,"y-int"
"bias","s3",11482,0.0465714285685714,"slope"
"bias","s3",11483,0.298888888866667,"y-int"
"bias","s3",11483,0.0271428571428571,"slope"
"bias","s3",11484,0.21088888886,"y-int"
"bias","s3",11484,0.108476190482857,"slope"
"bias","s3",11485,0.375333333393334,"y-int"
"bias","s3",11485,0.0275238095114286,"slope"
"bias","s3",11486,0.266222222206667,"y-int"
"bias","s3",11486,0.0412380952457143,"slope"
"bias","s3",11487,0.263777777773333,"y-int"
"bias","s3",11487,0.0316190476171428,"slope"
"bias","s3",11488,0.331111111086667,"y-int"
"bias","s3",11488,0.0919047619085714,"slope"
"bias","s3",11489,0.40800000004,"y-int"
"bias","s3",11489,0.0234285714171428,"slope"
"bias","s3",11490,0.320444444426667,"y-int"
"bias","s3",11490,0.0230476190542857,"slope"
"bias","s3",11491,0.2911111111,"y-int"
"bias","s3",11491,0.0309523809571428,"slope"
"bias","s3",11492,0.3108888889,"y-int"
"bias","s3",11492,0.0994285714285714,"slope"
"bias","s3",11493,0.41933333336,"y-int"
"bias","s3",11493,0.0220952380828571,"slope"
"bias","s3",11494,0.248888888886667,"y-int"
"bias","s3",11494,0.0480952380942857,"slope"
"bias","s3",11495,0.332888888873334,"y-int"
"bias","s3",11495,0.0179047619028571,"slope"
"bias","s3",11496,0.318888888906667,"y-int"
"bias","s3",11496,0.100476190474286,"slope"
"bias","s3",11497,0.403333333373334,"y-int"
"bias","s3",11497,0.02666666666,"slope"
"bias","s3",11498,0.26177777774,"y-int"
"bias","s3",11498,0.0464761904885714,"slope"
"bias","s3",11499,0.2855555556,"y-int"
"bias","s3",11499,0.0295238095142857,"slope"
"bias","s3",11500,0.328444444406667,"y-int"
"bias","s3",11500,0.0964761904885714,"slope"
"bias","s3",11501,0.418222222233333,"y-int"
"bias","s3",11501,0.024,"slope"
"bias","s3",11502,0.24444444444,"y-int"
"bias","s3",11502,0.0485714285742857,"slope"
"bias","s3",11503,0.312666666666667,"y-int"
"bias","s3",11503,0.0297142857142857,"slope"
"bias","s3",11504,0.298444444426667,"y-int"
"bias","s3",11504,0.104095238097143,"slope"
"bias","s3",11505,0.395555555526667,"y-int"
"bias","s3",11505,0.0261904761971428,"slope"
"bias","s3",11506,0.240444444473333,"y-int"
"bias","s3",11506,0.05066666666,"slope"
"bias","s3",11507,0.28955555556,"y-int"
"bias","s3",11507,0.03123809524,"slope"
"bias","s3",11508,0.35311111106,"y-int"
"bias","s3",11508,0.0865714285828571,"slope"
"bias","s3",11509,0.46666666664,"y-int"
"bias","s3",11509,0.0152380952457143,"slope"
"bias","s3",11510,0.283333333366667,"y-int"
"bias","s3",11510,0.0366666666571428,"slope"
"bias","s3",11511,0.316000000006667,"y-int"
"bias","s3",11511,0.0244761904742857,"slope"
"bias","s3",11512,0.308888888893333,"y-int"
"bias","s3",11512,0.09714285714,"slope"
"bias","s3",11513,0.384888888893334,"y-int"
"bias","s3",11513,0.0225714285685714,"slope"
"bias","s3",11514,0.25422222224,"y-int"
"bias","s3",11514,0.0460952380885714,"slope"
"bias","s3",11515,0.299555555526667,"y-int"
"bias","s3",11515,0.0264761904828571,"slope"
"bias","s3",11516,0.299111111093334,"y-int"
"bias","s3",11516,0.10533333334,"slope"
"bias","s3",11517,0.38222222222,"y-int"
"bias","s3",11517,0.03047619048,"slope"
"bias","s3",11518,0.2508888889,"y-int"
"bias","s3",11518,0.0499047619,"slope"
"bias","s3",11519,0.354444444426667,"y-int"
"bias","s3",11519,0.0166666666685714,"slope"
"bias","s3",11520,0.303555555546667,"y-int"
"bias","s3",11520,0.100571428577143,"slope"
"bias","s3",11521,0.38288888888,"y-int"
"bias","s3",11521,0.0264761904771428,"slope"
"bias","s3",11522,0.24977777778,"y-int"
"bias","s3",11522,0.0494285714342857,"slope"
"bias","s3",11523,0.293777777773333,"y-int"
"bias","s3",11523,0.0311428571457143,"slope"
"bias","s3",11524,0.302000000013334,"y-int"
"bias","s3",11524,0.103238095234286,"slope"
"bias","s3",11525,0.389555555553334,"y-int"
"bias","s3",11525,0.0240952380942857,"slope"
"bias","s3",11526,0.241111111146667,"y-int"
"bias","s3",11526,0.0471428571342857,"slope"
"bias","s3",11527,0.307555555586667,"y-int"
"bias","s3",11527,0.0256190476085714,"slope"
"bias","s3",11528,0.340666666666667,"y-int"
"bias","s3",11528,0.0945714285714286,"slope"
"bias","s3",11529,0.37066666666,"y-int"
"bias","s3",11529,0.0274285714257143,"slope"
"bias","s3",11530,0.304666666626667,"y-int"
"bias","s3",11530,0.0324761904828572,"slope"
"bias","s3",11531,0.291555555526667,"y-int"
"bias","s3",11531,0.0330476190542857,"slope"
"bias","s3",11532,0.300222222193333,"y-int"
"bias","s3",11532,0.0896190476257143,"slope"
"bias","s3",11533,0.45088888892,"y-int"
"bias","s3",11533,0.0132380952371428,"slope"
"bias","s3",11534,0.27155555554,"y-int"
"bias","s3",11534,0.02495238096,"slope"
"bias","s3",11535,0.27200000004,"y-int"
"bias","s3",11535,0.02657142856,"slope"
"bias","s3",11536,0.350222222266667,"y-int"
"bias","s3",11536,0.0829523809428571,"slope"
"bias","s3",11537,0.41622222224,"y-int"
"bias","s3",11537,0.0183809523742857,"slope"
"bias","s3",11538,0.335999999953333,"y-int"
"bias","s3",11538,0.0120952381085714,"slope"
"bias","s3",11539,0.257111111073333,"y-int"
"bias","s3",11539,0.0292380952457143,"slope"
"bias","s3",11540,0.336222222253334,"y-int"
"bias","s3",11540,0.0793333333228571,"slope"
"bias","s3",11541,0.447555555566667,"y-int"
"bias","s3",11541,0.0122857142857142,"slope"
"bias","s3",11542,0.285333333353333,"y-int"
"bias","s3",11542,0.0270476190371429,"slope"
"bias","s3",11543,0.24599999996,"y-int"
"bias","s3",11543,0.0382857142971428,"slope"
"bias","s3",11544,0.311999999953334,"y-int"
"bias","s3",11544,0.0846666666799999,"slope"
"bias","s3",11545,0.424444444413334,"y-int"
"bias","s3",11545,0.01380952382,"slope"
"bias","s3",11546,0.30733333332,"y-int"
"bias","s3",11546,0.0250476190514286,"slope"
"bias","s3",11547,0.278222222213333,"y-int"
"bias","s3",11547,0.0282857142914286,"slope"
"bias","s3",11548,0.303777777793334,"y-int"
"bias","s3",11548,0.08114285714,"slope"
"bias","s3",11549,0.416000000026667,"y-int"
"bias","s3",11549,0.0159047618971428,"slope"
"bias","s3",11550,0.313333333313333,"y-int"
"bias","s3",11550,0.0252380952485714,"slope"
"bias","s3",11551,0.255333333313333,"y-int"
"bias","s3",11551,0.03371428572,"slope"
"bias","s3",11552,0.3648888889,"y-int"
"bias","s3",11552,0.0901904761857143,"slope"
"bias","s3",11553,0.396222222213333,"y-int"
"bias","s3",11553,0.0221904761914286,"slope"
"bias","s3",11554,0.248444444426667,"y-int"
"bias","s3",11554,0.04123809524,"slope"
"bias","s3",11555,0.284666666706667,"y-int"
"bias","s3",11555,0.0272380952314286,"slope"
"bias","s3",11556,0.328222222206667,"y-int"
"bias","s3",11556,0.0901904761885714,"slope"
"bias","s3",11557,0.433111111093334,"y-int"
"bias","s3",11557,0.0127619047685714,"slope"
"bias","s3",11558,0.259555555593333,"y-int"
"bias","s3",11558,0.0293333333257143,"slope"
"bias","s3",11559,0.291777777773333,"y-int"
"bias","s3",11559,0.0202857142885714,"slope"
"bias","s3",11560,0.328000000013334,"y-int"
"bias","s3",11560,0.0872380952342857,"slope"
"bias","s3",11561,0.41955555558,"y-int"
"bias","s3",11561,0.0188571428485714,"slope"
"bias","s3",11562,0.269333333366667,"y-int"
"bias","s3",11562,0.0401904761857143,"slope"
"bias","s3",11563,0.3108888889,"y-int"
"bias","s3",11563,0.0241904761857143,"slope"
"bias","s3",11564,0.322888888906667,"y-int"
"bias","s3",11564,0.0869523809457142,"slope"
"bias","s3",11565,0.484000000006667,"y-int"
"bias","s3",11565,0.00742857143142854,"slope"
"bias","s3",11566,0.2693333333,"y-int"
"bias","s3",11566,0.0330476190571428,"slope"
"bias","s3",11567,0.312222222213333,"y-int"
"bias","s3",11567,0.0200000000057143,"slope"
"bias","s3",11568,0.348,"y-int"
"bias","s3",11568,0.0762857142857143,"slope"
"bias","s3",11569,0.383777777746667,"y-int"
"bias","s3",11569,0.02161904762,"slope"
"bias","s3",11570,0.246444444433334,"y-int"
"bias","s3",11570,0.0332380952428571,"slope"
"bias","s3",11571,0.279111111133333,"y-int"
"bias","s3",11571,0.0262857142857143,"slope"
"bias","s3",11572,0.337333333366666,"y-int"
"bias","s3",11572,0.0874285714285715,"slope"
"bias","s3",11573,0.397777777786667,"y-int"
"bias","s3",11573,0.0238095238085714,"slope"
"bias","s3",11574,0.238444444393333,"y-int"
"bias","s3",11574,0.0488571428685714,"slope"
"bias","s3",11575,0.323555555546667,"y-int"
"bias","s3",11575,0.0167619047628571,"slope"
"bias","s3",11576,0.294222222246667,"y-int"
"bias","s3",11576,0.0994285714199999,"slope"
"bias","s3",11577,0.44288888886,"y-int"
"bias","s3",11577,0.0169523809542857,"slope"
"bias","s3",11578,0.242888888953333,"y-int"
"bias","s3",11578,0.04409523808,"slope"
"bias","s3",11579,0.276888888893334,"y-int"
"bias","s3",11579,0.0243809523828571,"slope"
"bias","s3",11580,0.278888888886667,"y-int"
"bias","s3",11580,0.0990476190514286,"slope"
"bias","s3",11581,0.389777777773333,"y-int"
"bias","s3",11581,0.0256190476171428,"slope"
"bias","s3",11582,0.29000000006,"y-int"
"bias","s3",11582,0.0380952380828571,"slope"
"bias","s3",11583,0.308444444446667,"y-int"
"bias","s3",11583,0.0221904761914285,"slope"
"bias","s3",11584,0.288444444486667,"y-int"
"bias","s3",11584,0.100761904751429,"slope"
"bias","s3",11585,0.4271111111,"y-int"
"bias","s3",11585,0.0139999999999999,"slope"
"bias","s3",11586,0.295999999966667,"y-int"
"bias","s3",11586,0.0368571428571429,"slope"
"bias","s3",11587,0.29177777776,"y-int"
"bias","s3",11587,0.02933333334,"slope"
"bias","s3",11588,0.310000000006667,"y-int"
"bias","s3",11588,0.0919047619028571,"slope"
"bias","s3",11589,0.41622222224,"y-int"
"bias","s3",11589,0.0202857142885714,"slope"
"bias","s3",11590,0.24955555556,"y-int"
"bias","s3",11590,0.04123809524,"slope"
"bias","s3",11591,0.317111111066667,"y-int"
"bias","s3",11591,0.0173333333428571,"slope"
"bias","s3",11592,0.344,"y-int"
"bias","s3",11592,0.0879047618999999,"slope"
"bias","s3",11593,0.376888888873334,"y-int"
"bias","s3",11593,0.03485714286,"slope"
"bias","s3",11594,0.25400000002,"y-int"
"bias","s3",11594,0.04838095238,"slope"
"bias","s3",11595,0.267999999973333,"y-int"
"bias","s3",11595,0.0286666666742857,"slope"
"bias","s3",11596,0.36911111112,"y-int"
"bias","s3",11596,0.0848571428514285,"slope"
"bias","s3",11597,0.4726666667,"y-int"
"bias","s3",11597,0.0135238095142857,"slope"
"bias","s3",11598,0.25244444446,"y-int"
"bias","s3",11598,0.0477142857114286,"slope"
"bias","s3",11599,0.28399999996,"y-int"
"bias","s3",11599,0.0317142857257143,"slope"
"bias","s3",11600,0.285999999966667,"y-int"
"bias","s3",11600,0.102571428571429,"slope"
"bias","s3",11601,0.44133333334,"y-int"
"bias","s3",11601,0.01676190476,"slope"
"bias","s3",11602,0.268888888886667,"y-int"
"bias","s3",11602,0.0433333333371428,"slope"
"bias","s3",11603,0.353999999993334,"y-int"
"bias","s3",11603,0.00933333333999996,"slope"
"bias","s3",11604,0.37288888886,"y-int"
"bias","s3",11604,0.0831428571542857,"slope"
"bias","s3",11605,0.4193333333,"y-int"
"bias","s3",11605,0.0225714285714285,"slope"
"bias","s3",11606,0.30933333334,"y-int"
"bias","s3",11606,0.0244761904742857,"slope"
"bias","s3",11607,0.264666666646667,"y-int"
"bias","s3",11607,0.0705714285771428,"slope"
"bias","s3",11608,0.24044444444,"y-int"
"bias","s3",11608,0.06685714286,"slope"
"bias","s3",11609,0.294666666626667,"y-int"
"bias","s3",11609,0.04342857144,"slope"
"bias","s3",11610,0.2933333333,"y-int"
"bias","s3",11610,0.0195238095285714,"slope"
"bias","s3",11611,0.27288888892,"y-int"
"bias","s3",11611,0.0707619047514285,"slope"
"bias","s3",11612,0.280222222253334,"y-int"
"bias","s3",11612,0.0519999999942857,"slope"
"bias","s3",11613,0.2648888889,"y-int"
"bias","s3",11613,0.0573333333285714,"slope"
"bias","s3",11614,0.260888888846667,"y-int"
"bias","s3",11614,0.0308571428628571,"slope"
"bias","s3",11615,0.325555555546667,"y-int"
"bias","s3",11615,0.0614285714342857,"slope"
"bias","s3",11616,0.240666666653333,"y-int"
"bias","s3",11616,0.0712380952371429,"slope"
"bias","s3",11617,0.27355555556,"y-int"
"bias","s3",11617,0.0500952380971428,"slope"
"bias","s3",11618,0.345333333353333,"y-int"
"bias","s3",11618,0.0108571428514286,"slope"
"bias","s3",11619,0.296444444453333,"y-int"
"bias","s3",11619,0.0618095238085714,"slope"
"bias","s3",11620,0.212444444453333,"y-int"
"bias","s3",11620,0.0729523809514286,"slope"
"bias","s3",11621,0.296222222213333,"y-int"
"bias","s3",11621,0.0507619047628571,"slope"
"bias","s3",11622,0.289777777813333,"y-int"
"bias","s3",11622,0.0208571428485714,"slope"
"bias","s3",11623,0.323555555566667,"y-int"
"bias","s3",11623,0.0596190476142857,"slope"
"bias","s3",11624,0.283111111126667,"y-int"
"bias","s3",11624,0.0608571428542857,"slope"
"bias","s3",11625,0.227999999986667,"y-int"
"bias","s3",11625,0.0581904761942857,"slope"
"bias","s3",11626,0.310222222206667,"y-int"
"bias","s3",11626,0.0215238095314286,"slope"
"bias","s3",11627,0.373333333313334,"y-int"
"bias","s3",11627,0.0471428571485714,"slope"
"bias","s3",11628,0.274444444413334,"y-int"
"bias","s3",11628,0.0561904761914285,"slope"
"bias","s3",11629,0.329333333393334,"y-int"
"bias","s3",11629,0.0363809523685714,"slope"
"bias","s3",11630,0.3311111111,"y-int"
"bias","s3",11630,0.00904761905714281,"slope"
"bias","s3",11631,0.264444444426667,"y-int"
"bias","s3",11631,0.0666666666685714,"slope"
"bias","s3",11632,0.257555555506667,"y-int"
"bias","s3",11632,0.0513333333457143,"slope"
"bias","s3",11633,0.316000000006667,"y-int"
"bias","s3",11633,0.04066666666,"slope"
"bias","s3",11634,0.32733333334,"y-int"
"bias","s3",11634,0.0121904761885714,"slope"
"bias","s3",11635,0.322444444486667,"y-int"
"bias","s3",11635,0.0577142857085714,"slope"
"bias","s3",11636,0.236888888846667,"y-int"
"bias","s3",11636,0.0600952381057143,"slope"
"bias","s3",11637,0.275333333306667,"y-int"
"bias","s3",11637,0.04704761906,"slope"
"bias","s3",11638,0.34622222218,"y-int"
"bias","s3",11638,0.00695238096285711,"slope"
"bias","s3",11639,0.294444444453333,"y-int"
"bias","s3",11639,0.06047619048,"slope"
"bias","s3",11640,0.28066666664,"y-int"
"bias","s3",11640,0.0483809523885714,"slope"
"bias","s3",11641,0.30133333334,"y-int"
"bias","s3",11641,0.0396190476171428,"slope"
"bias","s3",11642,0.285111111086667,"y-int"
"bias","s3",11642,0.0236190476228571,"slope"
"bias","s3",11643,0.305555555546667,"y-int"
"bias","s3",11643,0.0604761904771428,"slope"
"bias","s3",11644,0.246888888866667,"y-int"
"bias","s3",11644,0.0596190476285714,"slope"
"bias","s3",11645,0.34044444448,"y-int"
"bias","s3",11645,0.0325714285628571,"slope"
"bias","s3",11646,0.276444444426667,"y-int"
"bias","s3",11646,0.02323809524,"slope"
"bias","s3",11647,0.3297777778,"y-int"
"bias","s3",11647,0.0470476190428571,"slope"
"bias","s3",11648,0.281777777786667,"y-int"
"bias","s3",11648,0.0440952380942857,"slope"
"bias","s3",11649,0.340444444393334,"y-int"
"bias","s3",11649,0.0268571428685714,"slope"
"bias","s3",11650,0.340444444426667,"y-int"
"bias","s3",11650,0.0120952380971428,"slope"
"bias","s3",11651,0.313777777786667,"y-int"
"bias","s3",11651,0.0578095238085714,"slope"
"bias","s3",11652,0.265999999993333,"y-int"
"bias","s3",11652,0.0506666666685714,"slope"
"bias","s3",11653,0.30399999996,"y-int"
"bias","s3",11653,0.0445714285828571,"slope"
"bias","s3",11654,0.29911111108,"y-int"
"bias","s3",11654,0.0220000000057143,"slope"
"bias","s3",11655,0.296222222193333,"y-int"
"bias","s3",11655,0.0626666666685714,"slope"
"bias","s3",11656,0.291111111133333,"y-int"
"bias","s3",11656,0.0533333333285714,"slope"
"bias","s3",11657,0.31244444444,"y-int"
"bias","s3",11657,0.0415238095314285,"slope"
"bias","s3",11658,0.337111111133334,"y-int"
"bias","s3",11658,0.00876190475714283,"slope"
"bias","s3",11659,0.345999999993333,"y-int"
"bias","s3",11659,0.05923809524,"slope"
"bias","s3",11660,0.2888888889,"y-int"
"bias","s3",11660,0.0519047619,"slope"
"bias","s3",11661,0.283333333353334,"y-int"
"bias","s3",11661,0.0414285714228571,"slope"
"bias","s3",11662,0.3497777778,"y-int"
"bias","s3",11662,0.0103809523714286,"slope"
"bias","s3",11663,0.32622222226,"y-int"
"bias","s3",11663,0.05504761904,"slope"
"bias","s3",11664,0.24999999998,"y-int"
"bias","s3",11664,0.0628571428628572,"slope"
"bias","s3",11665,0.296444444413333,"y-int"
"bias","s3",11665,0.0360952381057143,"slope"
"bias","s3",11666,0.324222222166667,"y-int"
"bias","s3",11666,0.0180000000142857,"slope"
"bias","s3",11667,0.282444444473333,"y-int"
"bias","s3",11667,0.0591428571314286,"slope"
"bias","s3",11668,0.235333333386667,"y-int"
"bias","s3",11668,0.0599047618942857,"slope"
"bias","s3",11669,0.25555555556,"y-int"
"bias","s3",11669,0.0457142857114285,"slope"
"bias","s3",11670,0.350888888866667,"y-int"
"bias","s3",11670,0.0075238095285714,"slope"
"bias","s3",11671,0.317111111133333,"y-int"
"bias","s3",11671,0.0573333333285714,"slope"
"bias","s3",11672,0.238666666633333,"y-int"
"bias","s3",11672,0.0727619047714286,"slope"
"bias","s3",11673,0.270666666633334,"y-int"
"bias","s3",11673,0.0469523809571428,"slope"
"bias","s3",11674,0.323333333313334,"y-int"
"bias","s3",11674,0.0142857142914285,"slope"
"bias","s3",11675,0.2904444444,"y-int"
"bias","s3",11675,0.0635238095285714,"slope"
"bias","s3",11676,0.259555555533333,"y-int"
"bias","s3",11676,0.0669523809571429,"slope"
"bias","s3",11677,0.334222222193333,"y-int"
"bias","s3",11677,0.0327619047685714,"slope"
"bias","s3",11678,0.31600000002,"y-int"
"bias","s3",11678,0.0144761904657143,"slope"
"bias","s3",11679,0.29155555556,"y-int"
"bias","s3",11679,0.0678095238114286,"slope"
"bias","s3",11680,0.279777777793333,"y-int"
"bias","s3",11680,0.0599047618971428,"slope"
"bias","s3",11681,0.287777777746667,"y-int"
"bias","s3",11681,0.04380952382,"slope"
"bias","s3",11682,0.26422222218,"y-int"
"bias","s3",11682,0.0246666666771429,"slope"
"bias","s3",11683,0.29288888892,"y-int"
"bias","s3",11683,0.0645714285657142,"slope"
"bias","s3",11684,0.257555555533333,"y-int"
"bias","s3",11684,0.0608571428571428,"slope"
"bias","s3",11685,0.2986666667,"y-int"
"bias","s3",11685,0.0403809523714285,"slope"
"bias","s3",11686,0.365333333306667,"y-int"
"bias","s3",11686,0.00371428571714285,"slope"
"bias","s3",11687,0.275999999973333,"y-int"
"bias","s3",11687,0.06685714286,"slope"
"bias","s3",11688,0.27111111116,"y-int"
"bias","s3",11688,0.05904761904,"slope"
"bias","s3",11689,0.303777777826667,"y-int"
"bias","s3",11689,0.0363809523685714,"slope"
"bias","s3",11690,0.32266666668,"y-int"
