,set3_learn,set6_learn,set3_test,set6_test,bll,alpha,egs,imag,ans,strtg
69,"[0.27333333 0.37666667 0.44       0.46333333 0.59666667 0.58666667
 0.63       0.62       0.7        0.75666667 0.75666667 0.83      ]","[0.31       0.415      0.51       0.58166667 0.68833333 0.72
 0.77       0.825      0.84166667 0.895      0.90333333 0.92      ]",0.9166666666666666,0.9166666666666666,0.3,0.05,0.3,0.4,0.5,0.22727272727272727
70,"[0.23       0.38333333 0.45       0.50333333 0.51666667 0.59666667
 0.62333333 0.65666667 0.69333333 0.75666667 0.75666667 0.79333333]","[0.34       0.47833333 0.59       0.64       0.72333333 0.745
 0.825      0.84333333 0.87833333 0.905      0.91166667 0.935     ]",0.9166666666666666,0.9166666666666666,0.3,0.05,0.3,0.5,0.1,0.19696969696969696
71,"[0.30333333 0.36333333 0.49333333 0.56       0.61333333 0.63666667
 0.7        0.76333333 0.74333333 0.76333333 0.8        0.81666667]","[0.33666667 0.5        0.60833333 0.655      0.72666667 0.75333333
 0.82       0.86166667 0.88       0.90833333 0.91333333 0.905     ]",0.8333333333333333,1.0,0.3,0.05,0.3,0.5,0.2,0.26515151515151514
72,"[0.31333333 0.44666667 0.45333333 0.51       0.59666667 0.63666667
 0.69       0.72333333 0.75       0.77333333 0.80333333 0.82333333]","[0.335      0.43       0.54166667 0.62666667 0.67833333 0.74833333
 0.785      0.82333333 0.82333333 0.88833333 0.90166667 0.90833333]",1.0,1.0,0.3,0.05,0.3,0.5,0.3,0.22727272727272727
73,"[0.25       0.39333333 0.45333333 0.54666667 0.56       0.59
 0.69333333 0.73333333 0.74       0.79       0.78666667 0.81333333]","[0.315      0.49       0.57       0.63       0.7        0.725
 0.805      0.82666667 0.86       0.89166667 0.90333333 0.89      ]",0.9166666666666666,0.9166666666666666,0.3,0.05,0.3,0.5,0.4,0.3409090909090909
74,"[0.23333333 0.36333333 0.44666667 0.51333333 0.56666667 0.57
 0.63       0.67666667 0.70333333 0.72666667 0.73333333 0.80333333]","[0.29833333 0.42333333 0.54333333 0.61833333 0.69166667 0.74166667
 0.78333333 0.81       0.84833333 0.89666667 0.88166667 0.93      ]",0.75,0.9166666666666666,0.3,0.05,0.3,0.5,0.5,0.4090909090909091
75,"[0.25666667 0.36666667 0.43       0.46666667 0.51       0.53
 0.55       0.63333333 0.64       0.66       0.70666667 0.73333333]","[0.345      0.42       0.465      0.56166667 0.595      0.64333333
 0.69833333 0.72       0.745      0.77833333 0.825      0.825     ]",0.8333333333333333,0.9166666666666666,0.3,0.05,0.4,0.1,0.1,0.26515151515151514
76,"[0.27333333 0.35333333 0.36       0.45333333 0.51333333 0.53
 0.66       0.59666667 0.65       0.68666667 0.7        0.77666667]","[0.32666667 0.38833333 0.49666667 0.515      0.57833333 0.63833333
 0.675      0.72       0.74166667 0.78333333 0.835      0.845     ]",0.8333333333333333,1.0,0.3,0.05,0.4,0.1,0.2,0.3333333333333333
77,"[0.32666667 0.40333333 0.38666667 0.41       0.48666667 0.56666667
 0.65666667 0.57666667 0.64666667 0.66       0.73       0.69      ]","[0.30333333 0.41166667 0.49333333 0.53       0.57166667 0.62666667
 0.67833333 0.70666667 0.73       0.80833333 0.79       0.83833333]",0.7499999999999999,0.8333333333333334,0.3,0.05,0.4,0.1,0.3,0.2803030303030303
78,"[0.27333333 0.37333333 0.45       0.45666667 0.52       0.55
 0.56666667 0.59666667 0.65       0.67       0.70666667 0.74      ]","[0.325      0.38166667 0.45       0.52666667 0.52833333 0.64333333
 0.68       0.71333333 0.73333333 0.76       0.80833333 0.815     ]",0.5,0.7499999999999999,0.3,0.05,0.4,0.1,0.4,0.3712121212121212
79,"[0.29333333 0.31666667 0.40333333 0.40333333 0.52666667 0.55
 0.56666667 0.56333333 0.63333333 0.62666667 0.68666667 0.71333333]","[0.35833333 0.38333333 0.44166667 0.50666667 0.53666667 0.6
 0.63166667 0.67333333 0.73       0.75333333 0.73666667 0.805     ]",0.7499999999999999,0.6666666666666666,0.3,0.05,0.4,0.1,0.5,0.3939393939393939
80,"[0.32       0.38       0.46666667 0.55666667 0.58666667 0.63333333
 0.67333333 0.66333333 0.71666667 0.67666667 0.77666667 0.76666667]","[0.335      0.475      0.54666667 0.61333333 0.68       0.75
 0.765      0.78666667 0.81166667 0.84166667 0.84833333 0.87333333]",0.9166666666666666,1.0,0.3,0.05,0.4,0.2,0.1,0.30303030303030304
81,"[0.28       0.37333333 0.44       0.51333333 0.54333333 0.61333333
 0.65666667 0.64666667 0.73666667 0.67666667 0.74666667 0.74      ]","[0.34       0.455      0.50833333 0.61666667 0.65833333 0.69
 0.74       0.79666667 0.81       0.845      0.85       0.87166667]",0.9166666666666666,0.8333333333333333,0.3,0.05,0.4,0.2,0.2,0.38636363636363635
82,"[0.28       0.39       0.46666667 0.53666667 0.56666667 0.61666667
 0.63       0.66       0.71333333 0.68666667 0.74333333 0.76666667]","[0.32       0.41166667 0.48833333 0.58833333 0.61       0.66666667
 0.71       0.74       0.78833333 0.82666667 0.86       0.895     ]",0.9166666666666666,0.8333333333333333,0.3,0.05,0.4,0.2,0.3,0.25757575757575757
83,"[0.24333333 0.35333333 0.42333333 0.50333333 0.57       0.58666667
 0.64       0.66       0.69666667 0.69333333 0.75666667 0.74666667]","[0.32666667 0.45166667 0.52333333 0.595      0.64       0.70666667
 0.72       0.72833333 0.76833333 0.82666667 0.83833333 0.86      ]",0.7499999999999999,0.7499999999999999,0.3,0.05,0.4,0.2,0.4,0.3106060606060606
84,"[0.29       0.33333333 0.48333333 0.43666667 0.52       0.56333333
 0.61333333 0.68       0.65666667 0.68666667 0.72666667 0.74666667]","[0.34833333 0.45166667 0.49166667 0.53333333 0.65666667 0.66833333
 0.70666667 0.74833333 0.785      0.82       0.84833333 0.84166667]",0.6666666666666666,0.8333333333333333,0.3,0.05,0.4,0.2,0.5,0.3181818181818182
85,"[0.28333333 0.39666667 0.45333333 0.44666667 0.56       0.58
 0.63666667 0.66666667 0.70333333 0.71       0.74       0.78333333]","[0.34       0.51       0.57166667 0.645      0.685      0.74833333
 0.78       0.785      0.82166667 0.85       0.89       0.88166667]",0.8333333333333333,0.9166666666666666,0.3,0.05,0.4,0.3,0.1,0.3181818181818182
86,"[0.28       0.36333333 0.40333333 0.51333333 0.54666667 0.59
 0.7        0.63333333 0.7        0.75       0.73666667 0.76666667]","[0.34333333 0.44833333 0.585      0.65333333 0.71       0.74833333
 0.77666667 0.835      0.82166667 0.86333333 0.86       0.90166667]",0.9166666666666666,0.8333333333333333,0.3,0.05,0.4,0.3,0.2,0.3333333333333333
87,"[0.21       0.34666667 0.42       0.52666667 0.53666667 0.59
 0.66666667 0.67       0.68666667 0.71666667 0.78       0.76333333]","[0.33166667 0.495      0.55166667 0.62333333 0.65666667 0.73
 0.75166667 0.815      0.84166667 0.835      0.85833333 0.88666667]",0.8333333333333333,0.8333333333333333,0.3,0.05,0.4,0.3,0.3,0.4090909090909091
88,"[0.31       0.4        0.43       0.47333333 0.57666667 0.62
 0.63666667 0.68666667 0.66333333 0.71666667 0.76       0.73      ]","[0.33833333 0.45666667 0.55166667 0.63166667 0.70333333 0.725
 0.79       0.81833333 0.80666667 0.84833333 0.85166667 0.87333333]",0.7499999999999999,1.0,0.3,0.05,0.4,0.3,0.4,0.25
89,"[0.26333333 0.33666667 0.46       0.51666667 0.53       0.57666667
 0.63       0.69333333 0.65333333 0.71666667 0.75666667 0.72      ]","[0.315      0.45333333 0.51833333 0.60666667 0.65833333 0.65666667
 0.735      0.75833333 0.82666667 0.86333333 0.85       0.86333333]",0.8333333333333333,0.75,0.3,0.05,0.4,0.3,0.5,0.3409090909090909
90,"[0.27       0.36       0.39333333 0.52666667 0.53       0.57333333
 0.64       0.66       0.65333333 0.69       0.75333333 0.76      ]","[0.32833333 0.47166667 0.54166667 0.62666667 0.665      0.73166667
 0.765      0.77833333 0.82       0.85666667 0.87333333 0.87166667]",0.9166666666666666,1.0,0.3,0.05,0.4,0.4,0.1,0.2878787878787879
91,"[0.27       0.37333333 0.45666667 0.51666667 0.55       0.58333333
 0.66666667 0.68666667 0.7        0.72       0.73       0.76333333]","[0.31666667 0.46166667 0.55833333 0.63333333 0.67666667 0.70833333
 0.77833333 0.76       0.83833333 0.84       0.87       0.88      ]",0.5833333333333333,0.9166666666666666,0.3,0.05,0.4,0.4,0.2,0.4015151515151515
92,"[0.27       0.38333333 0.43666667 0.50666667 0.6        0.59666667
 0.67       0.67       0.71333333 0.68666667 0.76666667 0.74      ]","[0.335      0.47166667 0.57333333 0.61333333 0.68333333 0.72333333
 0.785      0.78833333 0.84       0.83833333 0.86333333 0.88833333]",0.75,0.9166666666666666,0.3,0.05,0.4,0.4,0.3,0.3409090909090909
93,"[0.27       0.37333333 0.40333333 0.48       0.49333333 0.58333333
 0.62333333 0.65       0.70666667 0.68666667 0.76666667 0.71666667]","[0.34833333 0.44833333 0.54666667 0.625      0.63666667 0.72333333
 0.76666667 0.8        0.84       0.84666667 0.87333333 0.89166667]",0.9166666666666666,0.9166666666666666,0.3,0.05,0.4,0.4,0.4,0.3712121212121212
94,"[0.28666667 0.37       0.46       0.51666667 0.58       0.54333333
 0.61666667 0.63333333 0.67333333 0.70666667 0.70333333 0.76333333]","[0.34333333 0.45333333 0.55166667 0.63666667 0.64166667 0.725
 0.79166667 0.78333333 0.82333333 0.86166667 0.88166667 0.91166667]",0.6666666666666666,0.8333333333333333,0.3,0.05,0.4,0.4,0.5,0.29545454545454547
95,"[0.27333333 0.39333333 0.48       0.46666667 0.56666667 0.59333333
 0.62       0.7        0.72333333 0.71       0.75333333 0.74      ]","[0.33833333 0.485      0.59833333 0.65166667 0.69166667 0.705
 0.80166667 0.80833333 0.82666667 0.84333333 0.87333333 0.88833333]",1.0,0.9166666666666666,0.3,0.05,0.4,0.5,0.1,0.2878787878787879
96,"[0.27666667 0.40333333 0.49       0.49       0.55666667 0.57333333
 0.64       0.71       0.7        0.71666667 0.76       0.77      ]","[0.33333333 0.47833333 0.58166667 0.63333333 0.70333333 0.72
 0.765      0.79333333 0.81       0.84       0.86833333 0.885     ]",0.8333333333333333,0.9166666666666666,0.3,0.05,0.4,0.5,0.2,0.25
97,"[0.25666667 0.31333333 0.45333333 0.49       0.52333333 0.55333333
 0.59666667 0.68666667 0.68333333 0.71       0.70666667 0.74333333]","[0.32666667 0.46       0.585      0.65666667 0.67333333 0.72833333
 0.73666667 0.82       0.83       0.845      0.87666667 0.85833333]",1.0,1.0,0.3,0.05,0.4,0.5,0.3,0.1893939393939394
98,"[0.25666667 0.35666667 0.43666667 0.53       0.53333333 0.63666667
 0.66333333 0.67333333 0.69666667 0.76666667 0.76       0.76666667]","[0.34333333 0.47833333 0.58333333 0.62166667 0.71       0.725
 0.77333333 0.79333333 0.84333333 0.85       0.86       0.88333333]",0.9166666666666666,0.9166666666666666,0.3,0.05,0.4,0.5,0.4,0.26515151515151514
99,"[0.22666667 0.33333333 0.46       0.52666667 0.59       0.58333333
 0.64333333 0.72       0.7        0.72       0.73333333 0.77333333]","[0.34666667 0.42666667 0.56333333 0.655      0.695      0.74666667
 0.74666667 0.83       0.78333333 0.85666667 0.855      0.86833333]",1.0,1.0,0.3,0.05,0.4,0.5,0.5,0.2878787878787879
100,"[0.24666667 0.33       0.39333333 0.41666667 0.45       0.56666667
 0.52       0.59333333 0.66666667 0.59666667 0.71       0.71666667]","[0.38333333 0.37833333 0.49833333 0.55666667 0.55833333 0.64166667
 0.70333333 0.71333333 0.73833333 0.76       0.78833333 0.81333333]",0.5,1.0,0.3,0.05,0.5,0.1,0.1,0.44696969696969696
101,"[0.31333333 0.34       0.42666667 0.48666667 0.52       0.54333333
 0.57       0.59666667 0.64333333 0.65       0.69666667 0.65333333]","[0.33333333 0.37166667 0.43166667 0.51666667 0.58       0.62166667
 0.68833333 0.67666667 0.74333333 0.765      0.805      0.79833333]",0.7499999999999999,0.8333333333333333,0.3,0.05,0.5,0.1,0.2,0.38636363636363635
102,"[0.25666667 0.34       0.42666667 0.44666667 0.54333333 0.56666667
 0.55666667 0.59666667 0.63666667 0.63       0.68       0.74333333]","[0.325      0.40833333 0.45333333 0.53       0.575      0.60666667
 0.63166667 0.71833333 0.715      0.78166667 0.78666667 0.80333333]",0.7499999999999999,1.0,0.3,0.05,0.5,0.1,0.3,0.3409090909090909
103,"[0.26666667 0.34666667 0.41666667 0.50333333 0.49333333 0.55333333
 0.54666667 0.60333333 0.62666667 0.64333333 0.68666667 0.66666667]","[0.33166667 0.43666667 0.48166667 0.53833333 0.595      0.60333333
 0.63166667 0.705      0.675      0.74333333 0.80166667 0.78333333]",0.8333333333333333,0.7499999999999999,0.3,0.05,0.5,0.1,0.4,0.42424242424242425
104,"[0.29666667 0.33       0.39333333 0.44666667 0.45       0.52
 0.54666667 0.51666667 0.65666667 0.62333333 0.72       0.72      ]","[0.33       0.40666667 0.46833333 0.54166667 0.54333333 0.56333333
 0.63833333 0.67       0.695      0.745      0.77333333 0.775     ]",0.5833333333333334,0.7499999999999999,0.3,0.05,0.5,0.1,0.5,0.36363636363636365
105,"[0.26333333 0.36       0.41666667 0.50333333 0.53333333 0.58333333
 0.69333333 0.63       0.64666667 0.70333333 0.71       0.74      ]","[0.35333333 0.47       0.50166667 0.64166667 0.67666667 0.705
 0.74333333 0.75333333 0.80333333 0.80166667 0.83833333 0.85833333]",0.6666666666666666,0.49999999999999994,0.3,0.05,0.5,0.2,0.1,0.4393939393939394
106,"[0.24666667 0.35666667 0.45666667 0.49333333 0.51       0.54333333
 0.60333333 0.62       0.63666667 0.67666667 0.70666667 0.67666667]","[0.35166667 0.46666667 0.53166667 0.605      0.655      0.69166667
 0.735      0.74166667 0.795      0.82166667 0.84333333 0.815     ]",0.8333333333333333,0.8333333333333333,0.3,0.05,0.5,0.2,0.2,0.3484848484848485
107,"[0.28666667 0.36       0.46666667 0.53333333 0.54       0.64666667
 0.55666667 0.61666667 0.68       0.70666667 0.70666667 0.73      ]","[0.31166667 0.41166667 0.50833333 0.62833333 0.61333333 0.65166667
 0.67       0.75333333 0.76333333 0.78       0.81       0.83333333]",0.8333333333333333,0.9166666666666666,0.3,0.05,0.5,0.2,0.3,0.24242424242424243
108,"[0.32       0.39333333 0.42666667 0.49333333 0.56333333 0.55666667
 0.60666667 0.63666667 0.68       0.65       0.7        0.68333333]","[0.34833333 0.4        0.545      0.57833333 0.6        0.64333333
 0.69833333 0.745      0.78333333 0.8        0.84666667 0.84333333]",0.9166666666666666,0.5833333333333333,0.3,0.05,0.5,0.2,0.4,0.3409090909090909
109,"[0.27333333 0.4        0.40333333 0.47666667 0.5        0.6
 0.55333333 0.64       0.63666667 0.66666667 0.67333333 0.71666667]","[0.32333333 0.45666667 0.535      0.52833333 0.60833333 0.63333333
 0.71333333 0.72166667 0.745      0.79       0.82666667 0.825     ]",0.7499999999999999,0.7499999999999999,0.3,0.05,0.5,0.2,0.5,0.3409090909090909
110,"[0.27333333 0.39333333 0.48666667 0.54666667 0.57       0.59333333
 0.68       0.71333333 0.70333333 0.76       0.72666667 0.76333333]","[0.325      0.48833333 0.55833333 0.62166667 0.69       0.72166667
 0.80333333 0.80333333 0.83833333 0.82666667 0.815      0.84      ]",0.75,1.0,0.3,0.05,0.5,0.3,0.1,0.30303030303030304
111,"[0.29       0.38666667 0.46       0.5        0.52333333 0.58333333
 0.58       0.64       0.73333333 0.69333333 0.72333333 0.74      ]","[0.33833333 0.48       0.52666667 0.63833333 0.63833333 0.69666667
 0.76333333 0.76       0.765      0.825      0.80666667 0.86333333]",0.9166666666666666,1.0,0.3,0.05,0.5,0.3,0.2,0.30303030303030304
112,"[0.27666667 0.38333333 0.49333333 0.49333333 0.55666667 0.57
 0.59333333 0.62666667 0.66       0.66333333 0.7        0.70333333]","[0.355      0.465      0.56333333 0.63333333 0.69333333 0.69
 0.74166667 0.76       0.78333333 0.82166667 0.84166667 0.84833333]",0.9166666666666666,0.6666666666666666,0.3,0.05,0.5,0.3,0.3,0.3181818181818182
113,"[0.27333333 0.36666667 0.45666667 0.48333333 0.58333333 0.58666667
 0.62       0.64       0.66666667 0.63       0.73666667 0.73      ]","[0.35833333 0.42833333 0.555      0.60666667 0.66166667 0.71
 0.77       0.765      0.79       0.83666667 0.81       0.85      ]",0.7499999999999999,0.8333333333333333,0.3,0.05,0.5,0.3,0.4,0.3106060606060606
114,"[0.25666667 0.32333333 0.36333333 0.43333333 0.52666667 0.58333333
 0.56333333 0.59       0.61666667 0.64333333 0.67       0.69666667]","[0.335      0.46       0.52       0.59666667 0.66333333 0.67166667
 0.775      0.77333333 0.76833333 0.82833333 0.845      0.835     ]",0.8333333333333333,1.0,0.3,0.05,0.5,0.3,0.5,0.24242424242424243
115,"[0.24333333 0.41333333 0.49666667 0.5        0.52666667 0.61
 0.61666667 0.64333333 0.63       0.73666667 0.76666667 0.70333333]","[0.32166667 0.43833333 0.57333333 0.65333333 0.67       0.69166667
 0.765      0.785      0.80166667 0.84       0.84666667 0.84833333]",0.9166666666666666,0.8333333333333333,0.3,0.05,0.5,0.4,0.1,0.3560606060606061
116,"[0.26666667 0.35       0.44333333 0.47333333 0.5        0.54333333
 0.65666667 0.66       0.67       0.70333333 0.74666667 0.75      ]","[0.34833333 0.48666667 0.52666667 0.61833333 0.66166667 0.73
 0.755      0.80333333 0.81833333 0.85166667 0.82333333 0.87      ]",0.9166666666666666,0.9166666666666666,0.3,0.05,0.5,0.4,0.2,0.38636363636363635
117,"[0.28333333 0.38333333 0.47666667 0.50666667 0.53666667 0.54333333
 0.65333333 0.68333333 0.67666667 0.72333333 0.7        0.71666667]","[0.33833333 0.44       0.57       0.65333333 0.65833333 0.73833333
 0.76       0.8        0.80666667 0.84       0.855      0.86333333]",0.6666666666666666,0.9166666666666666,0.3,0.05,0.5,0.4,0.3,0.23484848484848486
118,"[0.25       0.38333333 0.43666667 0.46       0.6        0.57333333
 0.61333333 0.62       0.65333333 0.69333333 0.71666667 0.77333333]","[0.31833333 0.45833333 0.54166667 0.61166667 0.66166667 0.72333333
 0.76166667 0.79       0.8        0.825      0.84333333 0.83833333]",0.7499999999999999,0.9166666666666666,0.3,0.05,0.5,0.4,0.4,0.3409090909090909
119,"[0.24333333 0.36666667 0.49666667 0.5        0.58666667 0.6
 0.62666667 0.65666667 0.64666667 0.74       0.71       0.74333333]","[0.33       0.40333333 0.5        0.58166667 0.65666667 0.685
 0.73833333 0.75666667 0.81       0.825      0.81666667 0.84666667]",0.9166666666666666,0.9166666666666666,0.3,0.05,0.5,0.4,0.5,0.2727272727272727
120,"[0.31666667 0.41666667 0.45333333 0.51       0.54       0.58
 0.59666667 0.63333333 0.71666667 0.69666667 0.75       0.74      ]","[0.32333333 0.475      0.57833333 0.64333333 0.66333333 0.74333333
 0.76333333 0.815      0.84       0.82666667 0.855      0.86666667]",0.7499999999999999,0.75,0.3,0.05,0.5,0.5,0.1,0.2803030303030303
121,"[0.28       0.34       0.46333333 0.52333333 0.52666667 0.6
 0.64333333 0.68       0.67333333 0.63333333 0.73666667 0.74      ]","[0.34666667 0.515      0.58       0.63       0.68333333 0.75166667
 0.74833333 0.80333333 0.795      0.825      0.83666667 0.875     ]",0.8333333333333333,0.9166666666666666,0.3,0.05,0.5,0.5,0.2,0.2878787878787879
122,"[0.32666667 0.39       0.46666667 0.48333333 0.60333333 0.61666667
 0.63       0.65333333 0.67666667 0.74666667 0.75333333 0.74666667]","[0.32333333 0.43833333 0.55166667 0.60166667 0.67666667 0.70333333
 0.73666667 0.735      0.79666667 0.825      0.84333333 0.85333333]",0.7499999999999999,0.9166666666666666,0.3,0.05,0.5,0.5,0.3,0.2878787878787879
123,"[0.28333333 0.35666667 0.47       0.5        0.52       0.55
 0.6        0.63666667 0.65333333 0.75333333 0.70666667 0.74666667]","[0.33666667 0.425      0.55833333 0.595      0.65666667 0.715
 0.76166667 0.76       0.78666667 0.835      0.84666667 0.86166667]",0.9166666666666666,1.0,0.3,0.05,0.5,0.5,0.4,0.3106060606060606
124,"[0.24333333 0.32333333 0.49333333 0.50666667 0.6        0.56666667
 0.61       0.67333333 0.67333333 0.69333333 0.70333333 0.74      ]","[0.32666667 0.445      0.555      0.64166667 0.635      0.74166667
 0.76666667 0.77833333 0.78       0.805      0.855      0.84666667]",0.7499999999999999,1.0,0.3,0.05,0.5,0.5,0.5,0.2727272727272727
125,"[0.3        0.41333333 0.5        0.58       0.70666667 0.75
 0.78333333 0.86333333 0.88666667 0.95333333 0.96666667 0.96666667]","[0.3        0.38666667 0.43166667 0.58333333 0.62       0.70833333
 0.77666667 0.83       0.90166667 0.92       0.94       0.95833333]",0.6666666666666666,1.0,0.3,0.1,0.1,0.1,0.1,0.9166666666666666
126,"[0.28333333 0.40333333 0.51       0.57333333 0.65666667 0.70333333
 0.76       0.86333333 0.87333333 0.92333333 0.94333333 0.95333333]","[0.29333333 0.38       0.47666667 0.565      0.67       0.72166667
 0.79333333 0.86166667 0.88833333 0.935      0.945      0.96      ]",0.6666666666666666,1.0,0.3,0.1,0.1,0.1,0.2,0.8560606060606061
127,"[0.26333333 0.36666667 0.46333333 0.53       0.6        0.7
 0.79666667 0.84666667 0.86666667 0.92333333 0.91333333 0.94666667]","[0.26166667 0.36333333 0.45       0.57666667 0.66833333 0.72666667
 0.805      0.84833333 0.91       0.94166667 0.96666667 0.96666667]",1.0,1.0,0.3,0.1,0.1,0.1,0.3,0.10606060606060606
128,"[0.25333333 0.36666667 0.45333333 0.57       0.58       0.66333333
 0.74       0.77333333 0.84333333 0.87666667 0.91       0.90333333]","[0.30333333 0.34666667 0.45333333 0.565      0.63       0.74166667
 0.79       0.85833333 0.905      0.93333333 0.93666667 0.96      ]",1.0,1.0,0.3,0.1,0.1,0.1,0.4,0.15151515151515152
129,"[0.24333333 0.34       0.45333333 0.48666667 0.62       0.68
 0.76666667 0.81       0.87333333 0.89333333 0.92666667 0.94666667]","[0.28833333 0.38       0.48       0.545      0.64166667 0.70666667
 0.75666667 0.82666667 0.88833333 0.89166667 0.93333333 0.94666667]",0.9166666666666666,1.0,0.3,0.1,0.1,0.1,0.5,0.14393939393939395
130,"[0.26       0.36333333 0.48       0.59333333 0.71       0.75333333
 0.84       0.88333333 0.89333333 0.92       0.96       0.98      ]","[0.27666667 0.38833333 0.52333333 0.61833333 0.73833333 0.82666667
 0.87166667 0.93333333 0.915      0.95333333 0.97       0.98      ]",0.5833333333333334,1.0,0.3,0.1,0.1,0.2,0.1,0.7954545454545454
131,"[0.24666667 0.38       0.51333333 0.62333333 0.69       0.75
 0.80666667 0.89       0.89333333 0.93       0.96       0.96333333]","[0.27666667 0.415      0.52333333 0.64166667 0.73       0.79833333
 0.87166667 0.90166667 0.94666667 0.96       0.97833333 0.98166667]",1.0,1.0,0.3,0.1,0.1,0.2,0.2,0.10606060606060606
132,"[0.28666667 0.39       0.49666667 0.62333333 0.68       0.79
 0.82333333 0.90333333 0.92666667 0.95       0.95333333 0.95333333]","[0.29333333 0.44       0.54666667 0.64333333 0.73666667 0.81
 0.86666667 0.93666667 0.945      0.96       0.97666667 0.98166667]",0.6666666666666666,0.9166666666666666,0.3,0.1,0.1,0.2,0.3,0.9015151515151515
133,"[0.28       0.33333333 0.49       0.58333333 0.66       0.74333333
 0.80333333 0.83       0.89333333 0.91       0.94       0.95666667]","[0.29166667 0.41666667 0.53166667 0.63       0.70166667 0.765
 0.83       0.87333333 0.89833333 0.93166667 0.955      0.975     ]",1.0,1.0,0.3,0.1,0.1,0.2,0.4,0.19696969696969696
