subjects,s3.1.behav,s3.2.behav,s3.3.behav,s3.4.behav,s3.5.behav,s3.6.behav,s3.7.behav,s3.8.behav,s3.9.behav,s3.10.behav,s3.11.behav,s3.12.behav,s6.1.behav,s6.2.behav,s6.3.behav,s6.4.behav,s6.5.behav,s6.6.behav,s6.7.behav,s6.8.behav,s6.9.behav,s6.10.behav,s6.11.behav,s6.12.behav,s3.13.behav,s6.13.behav,model,s3.1.model,s3.2.model,s3.3.model,s3.4.model,s3.5.model,s3.6.model,s3.7.model,s3.8.model,s3.9.model,s3.10.model,s3.11.model,s3.12.model,s6.1.model,s6.2.model,s6.3.model,s6.4.model,s6.5.model,s6.6.model,s6.7.model,s6.8.model,s6.9.model,s6.10.model,s6.11.model,s6.12.model,bll,alpha,egs,imag,ans,bias,s3.13.model,s6.13.model
28329,0.333333333333333,0.666666666666667,0.791666666666667,0.958333333333333,0.958333333333333,0.916666666666667,0.958333333333333,0.958333333333333,1,0.833333333333333,0.958333333333333,0.833333333333333,0.361111111111111,0.638888888888889,0.777777777777778,0.75,0.777777777777778,0.916666666666667,0.916666666666667,0.888888888888889,0.972222222222222,0.944444444444444,0.972222222222222,0.944444444444444,0.75,0.895833333333333,LTM,0.34,0.5133333333,0.6866666667,0.7866666667,0.8533333333,0.89,0.9233333333,0.9333333333,0.9533333333,0.9733333333,0.9766666667,0.98,0.3316666667,0.455,0.625,0.735,0.8,0.8316666667,0.8716666667,0.8966666667,0.9116666667,0.9416666667,0.95,0.955,0.7,NA,NA,0.1,0.1,NA,0.8241666667,0.8033333333
28330,0.291666666666667,0.583333333333333,0.666666666666667,0.625,0.916666666666667,0.875,0.916666666666667,0.916666666666667,0.833333333333333,0.875,0.875,0.875,0.444444444444444,0.611111111111111,0.777777777777778,0.861111111111111,0.888888888888889,0.861111111111111,0.944444444444444,0.833333333333333,0.888888888888889,0.972222222222222,0.944444444444444,0.805555555555556,0.888888888888889,0.923611111111111,LTM,0.2766666667,0.5,0.63,0.7733333333,0.84,0.8933333333,0.92,0.9533333333,0.9666666667,0.9666666667,0.9766666667,0.99,0.3366666667,0.5516666667,0.6866666667,0.815,0.8516666667,0.9016666667,0.9233333333,0.95,0.9783333333,0.98,0.9916666667,0.9966666667,0.7,NA,NA,0.2,0.4,NA,0.895,0.9058333333
28331,0.291666666666667,0.458333333333333,0.791666666666667,0.916666666666667,0.958333333333333,0.958333333333333,0.958333333333333,0.875,1,0.916666666666667,0.958333333333333,1,0.416666666666667,0.5,0.694444444444444,0.694444444444444,0.805555555555556,0.777777777777778,0.833333333333333,0.833333333333333,0.805555555555556,0.861111111111111,0.888888888888889,0.833333333333333,0.791666666666667,0.784722222222222,LTM,0.34,0.5133333333,0.6866666667,0.7866666667,0.8533333333,0.89,0.9233333333,0.9333333333,0.9533333333,0.9733333333,0.9766666667,0.98,0.3316666667,0.455,0.625,0.735,0.8,0.8316666667,0.8716666667,0.8966666667,0.9116666667,0.9416666667,0.95,0.955,0.7,NA,NA,0.1,0.1,NA,0.8241666667,0.8033333333
29220,0.333333333333333,0.666666666666667,0.916666666666667,0.916666666666667,1,0.958333333333333,0.958333333333333,0.916666666666667,1,0.916666666666667,1,0.916666666666667,0.361111111111111,0.694444444444444,0.75,0.861111111111111,0.805555555555556,0.888888888888889,0.888888888888889,0.888888888888889,0.861111111111111,0.888888888888889,0.916666666666667,0.805555555555556,0.763888888888889,0.798611111111111,LTM,0.39,0.61,0.7033333333,0.7866666667,0.8566666667,0.8966666667,0.94,0.9566666667,0.9666666667,0.9733333333,0.9866666667,0.99,0.3316666667,0.445,0.615,0.6916666667,0.7933333333,0.8316666667,0.8633333333,0.9116666667,0.915,0.9416666667,0.955,0.9683333333,0.7,NA,NA,0.1,0.2,NA,0.775,0.7691666667
29221,0.166666666666667,0.458333333333333,0.75,0.708333333333333,0.75,0.791666666666667,0.958333333333333,0.833333333333333,0.916666666666667,0.916666666666667,0.875,0.916666666666667,0.333333333333333,0.388888888888889,0.638888888888889,0.527777777777778,0.555555555555556,0.611111111111111,0.5,0.555555555555556,0.444444444444444,0.555555555555556,0.722222222222222,0.611111111111111,0.597222222222222,0.555555555555556,biased,0.3333333333,0.4133333333,0.5566666667,0.71,0.5833333333,0.85,0.7,0.88,0.79,0.9266666667,0.9566666667,0.89,0.3033333333,0.28,0.4683333333,0.4966666667,0.525,0.7016666667,0.6183333333,0.57,0.5833333333,0.735,0.6833333333,0.7283333333,0.7,0.25,0.1,0.1,0.4,0.2,0.5525,0.5733333333
29227,0.583333333333333,0.833333333333333,0.916666666666667,0.958333333333333,0.958333333333333,0.958333333333333,0.958333333333333,0.958333333333333,1,0.916666666666667,1,0.916666666666667,0.305555555555556,0.694444444444444,0.694444444444444,0.833333333333333,0.777777777777778,0.805555555555556,0.861111111111111,0.916666666666667,0.972222222222222,0.972222222222222,0.972222222222222,0.944444444444444,0.958333333333333,0.819444444444444,LTM,0.35,0.5666666667,0.6733333333,0.78,0.8566666667,0.9033333333,0.93,0.95,0.9666666667,0.9766666667,0.98,0.99,0.3316666667,0.5383333333,0.6933333333,0.7833333333,0.8483333333,0.8916666667,0.91,0.9583333333,0.9616666667,0.9833333333,0.9816666667,0.9933333333,0.7,NA,NA,0.2,0.5,NA,0.885,0.8833333333
29239,0.25,0.291666666666667,0.458333333333333,0.583333333333333,0.666666666666667,0.583333333333333,0.666666666666667,0.875,0.833333333333333,0.833333333333333,0.833333333333333,0.791666666666667,0.444444444444444,0.416666666666667,0.805555555555556,0.777777777777778,0.805555555555556,0.833333333333333,0.75,1,0.944444444444444,0.916666666666667,0.888888888888889,0.861111111111111,0.791666666666667,0.8125,metaRL,0.2233333333,0.3566666667,0.4466666667,0.5866666667,0.64,0.6466666667,0.7533333333,0.7966666667,0.8233333333,0.8566666667,0.8433333333,0.8333333333,0.3466666667,0.4816666667,0.55,0.6316666667,0.6883333333,0.7416666667,0.7983333333,0.845,0.8316666667,0.8633333333,0.91,0.8933333333,0.7,0.2,0.5,0.5,0.5,0.3206461364,0.7758333333,0.8375
29240,0.25,0.541666666666667,0.708333333333333,0.833333333333333,0.875,0.916666666666667,0.875,1,0.958333333333333,0.916666666666667,0.833333333333333,1,0.583333333333333,0.527777777777778,0.666666666666667,0.777777777777778,0.777777777777778,0.75,0.777777777777778,0.805555555555556,0.861111111111111,0.944444444444444,0.777777777777778,0.888888888888889,0.833333333333333,0.805555555555556,LTM,0.34,0.5133333333,0.6866666667,0.7866666667,0.8533333333,0.89,0.9233333333,0.9333333333,0.9533333333,0.9733333333,0.9766666667,0.98,0.3316666667,0.455,0.625,0.735,0.8,0.8316666667,0.8716666667,0.8966666667,0.9116666667,0.9416666667,0.95,0.955,0.7,NA,NA,0.1,0.1,NA,0.8241666667,0.8033333333
29245,0.416666666666667,0.541666666666667,0.833333333333333,1,0.916666666666667,0.875,1,0.833333333333333,0.958333333333333,0.875,0.958333333333333,0.958333333333333,0.472222222222222,0.722222222222222,0.805555555555556,0.805555555555556,0.916666666666667,0.888888888888889,1,0.972222222222222,0.972222222222222,1,0.972222222222222,1,0.930555555555556,0.902777777777778,LTM,0.3133333333,0.5466666667,0.7166666667,0.8033333333,0.8466666667,0.89,0.9366666667,0.9366666667,0.9566666667,0.9666666667,0.99,1,0.3883333333,0.5633333333,0.69,0.7766666667,0.8383333333,0.8983333333,0.9283333333,0.9433333333,0.96,0.9683333333,0.975,0.9816666667,0.6,NA,NA,0.2,0.5,NA,0.9158333333,0.9458333333
29305,0.333333333333333,0.666666666666667,0.75,0.916666666666667,0.916666666666667,0.958333333333333,1,1,1,0.958333333333333,0.958333333333333,1,0.361111111111111,0.5,0.583333333333333,0.583333333333333,0.722222222222222,0.666666666666667,0.722222222222222,0.805555555555556,0.833333333333333,0.888888888888889,0.861111111111111,0.75,0.986111111111111,0.840277777777778,LTM,0.3366666667,0.56,0.66,0.8133333333,0.88,0.9133333333,0.9533333333,0.97,0.9766666667,0.98,0.98,0.9866666667,0.3066666667,0.455,0.6,0.69,0.7783333333,0.8233333333,0.8616666667,0.885,0.9066666667,0.9233333333,0.9383333333,0.945,0.6,NA,NA,0.1,0.1,NA,0.9458333333,0.9275
29318,0.333333333333333,0.541666666666667,0.791666666666667,0.875,0.916666666666667,1,0.875,0.958333333333333,0.916666666666667,1,0.916666666666667,0.958333333333333,0.361111111111111,0.583333333333333,0.666666666666667,0.638888888888889,0.833333333333333,0.861111111111111,0.805555555555556,0.916666666666667,0.805555555555556,0.888888888888889,0.833333333333333,0.861111111111111,0.763888888888889,0.861111111111111,LTM,0.34,0.5133333333,0.6866666667,0.7866666667,0.8533333333,0.89,0.9233333333,0.9333333333,0.9533333333,0.9733333333,0.9766666667,0.98,0.3316666667,0.455,0.625,0.735,0.8,0.8316666667,0.8716666667,0.8966666667,0.9116666667,0.9416666667,0.95,0.955,0.7,NA,NA,0.1,0.1,NA,0.8241666667,0.8033333333
