1055,"[0.3166666667, 0.3633333333, 0.42666666670000003, 0.46, 0.54, 0.61, 0.6366666667, 0.6833333333, 0.6833333333, 0.7866666667000001, 0.7566666667, 0.8166666667]"
1056,"[0.3733333333, 0.39, 0.46333333330000004, 0.44, 0.4833333333, 0.5566666667, 0.6433333333, 0.6366666667, 0.7166666667, 0.77, 0.79, 0.8300000000000001]"
1057,"[0.33333333330000003, 0.3433333333, 0.4933333333, 0.4666666667, 0.5233333333, 0.5700000000000001, 0.5866666667, 0.7033333333, 0.6866666667, 0.7533333333000001, 0.8233333333, 0.8033333333]"
1058,"[0.3433333333, 0.4, 0.45333333330000003, 0.45, 0.48666666670000003, 0.5933333333, 0.6866666667, 0.6866666667, 0.7166666667, 0.7433333333000001, 0.76, 0.84]"
1059,"[0.3033333333, 0.37666666670000004, 0.40333333330000004, 0.46, 0.5366666667000001, 0.6233333333000001, 0.63, 0.6966666667, 0.7866666667000001, 0.7333333333000001, 0.8300000000000001, 0.7766666667000001]"
106,"[0.2866666667, 0.36, 0.3733333333, 0.39, 0.4133333333, 0.4666666667, 0.4733333333, 0.5166666667, 0.4933333333, 0.51, 0.5566666667, 0.5633333333]"
1060,"[0.32, 0.4066666667, 0.3966666667, 0.49666666670000004, 0.58, 0.5733333333, 0.6133333333000001, 0.6333333333, 0.6766666667, 0.7866666667000001, 0.8, 0.7733333333]"
1061,"[0.31, 0.4133333333, 0.4933333333, 0.4433333333, 0.56, 0.5933333333, 0.63, 0.68, 0.6866666667, 0.7266666667, 0.7766666667000001, 0.8200000000000001]"
1062,"[0.31, 0.36666666670000003, 0.46333333330000004, 0.51, 0.5166666667, 0.5933333333, 0.5766666667, 0.7000000000000001, 0.6966666667, 0.75, 0.7633333333000001, 0.8266666667]"
1063,"[0.30666666670000003, 0.37666666670000004, 0.48, 0.53, 0.5633333333, 0.5966666667, 0.6233333333000001, 0.6933333333, 0.76, 0.73, 0.7933333333, 0.8266666667]"
1064,"[0.27333333330000004, 0.3633333333, 0.4666666667, 0.53, 0.5766666667, 0.5933333333, 0.6333333333, 0.7000000000000001, 0.6933333333, 0.7566666667, 0.7333333333000001, 0.8]"
1065,"[0.3566666667, 0.3966666667, 0.45, 0.4833333333, 0.46, 0.6266666667, 0.6000000000000001, 0.6933333333, 0.76, 0.7933333333, 0.7666666667, 0.78]"
1066,"[0.3166666667, 0.4233333333, 0.4833333333, 0.49666666670000004, 0.5166666667, 0.5666666667, 0.6566666667000001, 0.72, 0.7633333333000001, 0.7366666667, 0.78, 0.8133333333]"
1067,"[0.34, 0.4, 0.45333333330000003, 0.47000000000000003, 0.5233333333, 0.5566666667, 0.58, 0.6633333333, 0.6966666667, 0.7633333333000001, 0.81, 0.7766666667000001]"
1068,"[0.3133333333, 0.3433333333, 0.4666666667, 0.52, 0.5566666667, 0.5533333333, 0.6133333333000001, 0.6766666667, 0.7066666667, 0.7633333333000001, 0.7833333333, 0.8366666667]"
1069,"[0.34, 0.3633333333, 0.44, 0.49666666670000004, 0.48666666670000003, 0.6466666667000001, 0.6166666667, 0.6666666667000001, 0.6366666667, 0.7233333333, 0.7933333333, 0.79]"
107,"[0.4, 0.42666666670000003, 0.3633333333, 0.4, 0.42, 0.43666666670000004, 0.4666666667, 0.5266666667000001, 0.5, 0.5533333333, 0.5766666667, 0.6066666667]"
1070,"[0.3033333333, 0.39333333330000003, 0.42666666670000003, 0.4333333333, 0.5433333333, 0.54, 0.6533333333, 0.64, 0.73, 0.7066666667, 0.8266666667, 0.8]"
1071,"[0.31, 0.3566666667, 0.4466666667, 0.49, 0.5233333333, 0.5666666667, 0.65, 0.64, 0.7166666667, 0.71, 0.7133333333, 0.8]"
1072,"[0.32, 0.3633333333, 0.42666666670000003, 0.47000000000000003, 0.5133333333, 0.59, 0.6466666667000001, 0.6833333333, 0.7266666667, 0.7633333333000001, 0.7933333333, 0.74]"
1073,"[0.30666666670000003, 0.4233333333, 0.4, 0.49666666670000004, 0.5666666667, 0.5833333333, 0.5833333333, 0.6833333333, 0.7466666667, 0.78, 0.7666666667, 0.8166666667]"
1074,"[0.32, 0.38, 0.49, 0.44, 0.5033333333, 0.5966666667, 0.66, 0.6366666667, 0.6566666667000001, 0.7333333333000001, 0.7333333333000001, 0.7533333333000001]"
1075,"[0.33333333330000003, 0.4166666667, 0.43666666670000004, 0.4666666667, 0.4766666667, 0.53, 0.5666666667, 0.5566666667, 0.5966666667, 0.67, 0.7033333333, 0.7066666667]"
1076,"[0.3433333333, 0.3966666667, 0.43666666670000004, 0.4766666667, 0.4733333333, 0.4933333333, 0.54, 0.5733333333, 0.6533333333, 0.6266666667, 0.6233333333000001, 0.6900000000000001]"
1077,"[0.31, 0.3866666667, 0.4166666667, 0.45, 0.45, 0.5433333333, 0.5766666667, 0.5666666667, 0.6066666667, 0.6966666667, 0.6533333333, 0.7466666667]"
1078,"[0.35000000000000003, 0.43, 0.4466666667, 0.5133333333, 0.54, 0.53, 0.5333333333, 0.6266666667, 0.61, 0.6933333333, 0.6933333333, 0.71]"
1079,"[0.37, 0.4066666667, 0.43, 0.47000000000000003, 0.5233333333, 0.5366666667000001, 0.5566666667, 0.6533333333, 0.61, 0.7000000000000001, 0.6966666667, 0.7033333333]"
108,"[0.3433333333, 0.3866666667, 0.41000000000000003, 0.4233333333, 0.4333333333, 0.4766666667, 0.39333333330000003, 0.43, 0.4666666667, 0.5266666667000001, 0.52, 0.58]"
1080,"[0.36666666670000003, 0.37666666670000004, 0.37666666670000004, 0.3966666667, 0.48666666670000003, 0.49666666670000004, 0.55, 0.6333333333, 0.6633333333, 0.6433333333, 0.6900000000000001, 0.72]"
1081,"[0.33333333330000003, 0.4066666667, 0.43, 0.48666666670000003, 0.48, 0.5366666667000001, 0.5566666667, 0.56, 0.6466666667000001, 0.62, 0.6833333333, 0.67]"
1082,"[0.2833333333, 0.4466666667, 0.4733333333, 0.46333333330000004, 0.51, 0.48666666670000003, 0.55, 0.55, 0.5933333333, 0.67, 0.67, 0.7333333333000001]"
1083,"[0.36, 0.37666666670000004, 0.4833333333, 0.4833333333, 0.5033333333, 0.55, 0.59, 0.5833333333, 0.6466666667000001, 0.6266666667, 0.6966666667, 0.7366666667]"
1084,"[0.33, 0.42666666670000003, 0.45, 0.45333333330000003, 0.4933333333, 0.49, 0.5433333333, 0.6266666667, 0.65, 0.7333333333000001, 0.68, 0.7033333333]"
1085,"[0.3233333333, 0.37666666670000004, 0.42, 0.45, 0.48666666670000003, 0.5466666667, 0.6266666667, 0.6233333333000001, 0.6266666667, 0.6666666667000001, 0.7233333333, 0.7433333333000001]"
1086,"[0.35000000000000003, 0.43666666670000004, 0.3966666667, 0.46, 0.53, 0.5466666667, 0.5633333333, 0.5666666667, 0.64, 0.6466666667000001, 0.7000000000000001, 0.6933333333]"
1087,"[0.3366666667, 0.42, 0.43, 0.4233333333, 0.49666666670000004, 0.49666666670000004, 0.6000000000000001, 0.5866666667, 0.6466666667000001, 0.6366666667, 0.71, 0.68]"
1088,"[0.35000000000000003, 0.3366666667, 0.4066666667, 0.43666666670000004, 0.52, 0.5333333333, 0.5633333333, 0.5866666667, 0.63, 0.7266666667, 0.68, 0.7533333333000001]"
1089,"[0.3266666667, 0.43, 0.4166666667, 0.45333333330000003, 0.49, 0.49, 0.5533333333, 0.62, 0.64, 0.65, 0.7133333333, 0.7033333333]"
109,"[0.2966666667, 0.38, 0.3433333333, 0.3733333333, 0.4466666667, 0.3633333333, 0.4566666667, 0.49666666670000004, 0.4666666667, 0.5266666667000001, 0.56, 0.5866666667]"
1090,"[0.3433333333, 0.37666666670000004, 0.4433333333, 0.44, 0.4433333333, 0.53, 0.52, 0.5633333333, 0.6266666667, 0.6866666667, 0.67, 0.6866666667]"
1091,"[0.3533333333, 0.37666666670000004, 0.4066666667, 0.4666666667, 0.48666666670000003, 0.5666666667, 0.5533333333, 0.5666666667, 0.6533333333, 0.6566666667000001, 0.6733333333, 0.6733333333]"
1092,"[0.41000000000000003, 0.4133333333, 0.3966666667, 0.46, 0.5, 0.5333333333, 0.5700000000000001, 0.6166666667, 0.56, 0.68, 0.6766666667, 0.7000000000000001]"
1093,"[0.34, 0.3433333333, 0.43, 0.46, 0.45333333330000003, 0.5, 0.58, 0.6000000000000001, 0.64, 0.6566666667000001, 0.7000000000000001, 0.6933333333]"
1094,"[0.33, 0.3833333333, 0.42, 0.4566666667, 0.4733333333, 0.5433333333, 0.6166666667, 0.66, 0.61, 0.6333333333, 0.6633333333, 0.7233333333]"
1095,"[0.29, 0.3866666667, 0.3366666667, 0.45333333330000003, 0.4433333333, 0.5366666667000001, 0.5333333333, 0.6133333333000001, 0.59, 0.67, 0.7033333333, 0.7033333333]"
1096,"[0.36666666670000003, 0.4, 0.48666666670000003, 0.46333333330000004, 0.5566666667, 0.5266666667000001, 0.5366666667000001, 0.6433333333, 0.6566666667000001, 0.6833333333, 0.7333333333000001, 0.6866666667]"
1097,"[0.3266666667, 0.37, 0.46, 0.5033333333, 0.5133333333, 0.5766666667, 0.5733333333, 0.6466666667000001, 0.6066666667, 0.6766666667, 0.67, 0.6733333333]"
1098,"[0.32, 0.3966666667, 0.42666666670000003, 0.43666666670000004, 0.4333333333, 0.52, 0.5466666667, 0.5266666667000001, 0.6366666667, 0.6533333333, 0.67, 0.68]"
1099,"[0.30666666670000003, 0.41000000000000003, 0.44, 0.49, 0.4833333333, 0.55, 0.5366666667000001, 0.6533333333, 0.6233333333000001, 0.6733333333, 0.6633333333, 0.6900000000000001]"
11,"[0.3266666667, 0.3866666667, 0.4166666667, 0.36666666670000003, 0.51, 0.5933333333, 0.5633333333, 0.6000000000000001, 0.67, 0.7133333333, 0.7333333333000001, 0.78]"
110,"[0.32, 0.40333333330000004, 0.43, 0.43666666670000004, 0.4066666667, 0.47000000000000003, 0.4666666667, 0.4933333333, 0.4766666667, 0.5, 0.46333333330000004, 0.56]"
1100,"[0.3533333333, 0.4233333333, 0.37, 0.3833333333, 0.51, 0.5333333333, 0.49666666670000004, 0.6333333333, 0.58, 0.6166666667, 0.66, 0.7033333333]"
1101,"[0.3433333333, 0.3733333333, 0.40333333330000004, 0.45333333330000003, 0.45333333330000003, 0.55, 0.5633333333, 0.5766666667, 0.5666666667, 0.5866666667, 0.65, 0.6266666667]"
1102,"[0.33, 0.37666666670000004, 0.38, 0.45, 0.4666666667, 0.5233333333, 0.5266666667000001, 0.58, 0.59, 0.6033333333, 0.65, 0.6566666667000001]"
1103,"[0.3566666667, 0.41000000000000003, 0.38, 0.4066666667, 0.4466666667, 0.51, 0.5333333333, 0.5466666667, 0.5366666667000001, 0.62, 0.6566666667000001, 0.6633333333]"
1104,"[0.3033333333, 0.41000000000000003, 0.3166666667, 0.4166666667, 0.46, 0.51, 0.5233333333, 0.5766666667, 0.6000000000000001, 0.6233333333000001, 0.5933333333, 0.6266666667]"
1105,"[0.33, 0.3533333333, 0.3533333333, 0.45333333330000003, 0.49, 0.5066666667, 0.5700000000000001, 0.58, 0.5233333333, 0.6333333333, 0.6166666667, 0.6366666667]"
1106,"[0.3166666667, 0.3966666667, 0.42666666670000003, 0.4566666667, 0.44, 0.4833333333, 0.49666666670000004, 0.5833333333, 0.5700000000000001, 0.6133333333000001, 0.6566666667000001, 0.71]"
1107,"[0.3566666667, 0.4133333333, 0.3966666667, 0.45333333330000003, 0.4766666667, 0.5133333333, 0.5533333333, 0.53, 0.59, 0.5766666667, 0.65, 0.6666666667000001]"
1108,"[0.30666666670000003, 0.39333333330000003, 0.3866666667, 0.4333333333, 0.4733333333, 0.51, 0.58, 0.54, 0.5566666667, 0.6333333333, 0.64, 0.67]"
1109,"[0.3533333333, 0.3833333333, 0.37666666670000004, 0.47000000000000003, 0.53, 0.4833333333, 0.5166666667, 0.5266666667000001, 0.5633333333, 0.5733333333, 0.5933333333, 0.6766666667]"
111,"[0.30000000000000004, 0.37, 0.43, 0.4, 0.4433333333, 0.4566666667, 0.47000000000000003, 0.4066666667, 0.49666666670000004, 0.54, 0.6166666667, 0.5466666667]"
1110,"[0.37666666670000004, 0.3466666667, 0.4166666667, 0.43, 0.4766666667, 0.5, 0.54, 0.6066666667, 0.5566666667, 0.6266666667, 0.6633333333, 0.68]"
1111,"[0.30666666670000003, 0.3366666667, 0.46, 0.4, 0.47000000000000003, 0.48, 0.48, 0.5233333333, 0.56, 0.5833333333, 0.5866666667, 0.6633333333]"
1112,"[0.37666666670000004, 0.33333333330000003, 0.49666666670000004, 0.3833333333, 0.5, 0.5, 0.5700000000000001, 0.5666666667, 0.5633333333, 0.5966666667, 0.5733333333, 0.65]"
1113,"[0.28, 0.35000000000000003, 0.4, 0.45, 0.4333333333, 0.5466666667, 0.5700000000000001, 0.5566666667, 0.58, 0.61, 0.66, 0.6766666667]"
1114,"[0.3733333333, 0.35000000000000003, 0.4066666667, 0.4233333333, 0.45333333330000003, 0.53, 0.54, 0.5166666667, 0.5466666667, 0.5366666667000001, 0.64, 0.6333333333]"
1115,"[0.2866666667, 0.4133333333, 0.43, 0.4133333333, 0.49666666670000004, 0.48, 0.48, 0.6033333333, 0.4933333333, 0.5833333333, 0.64, 0.63]"
1116,"[0.30666666670000003, 0.3866666667, 0.39333333330000003, 0.4333333333, 0.43666666670000004, 0.4166666667, 0.4933333333, 0.5366666667000001, 0.59, 0.59, 0.63, 0.6533333333]"
1117,"[0.3133333333, 0.33333333330000003, 0.4766666667, 0.44, 0.5, 0.5566666667, 0.5466666667, 0.54, 0.56, 0.6466666667000001, 0.65, 0.67]"
1118,"[0.3733333333, 0.3466666667, 0.41000000000000003, 0.43, 0.5033333333, 0.4766666667, 0.52, 0.52, 0.6133333333000001, 0.6633333333, 0.5933333333, 0.6633333333]"
1119,"[0.29, 0.3433333333, 0.4233333333, 0.4466666667, 0.45333333330000003, 0.59, 0.5566666667, 0.5533333333, 0.6233333333000001, 0.6466666667000001, 0.6333333333, 0.6766666667]"
112,"[0.34, 0.3633333333, 0.41000000000000003, 0.39333333330000003, 0.45, 0.49666666670000004, 0.46, 0.5, 0.48666666670000003, 0.5733333333, 0.5533333333, 0.58]"
1120,"[0.3266666667, 0.3833333333, 0.4466666667, 0.4066666667, 0.4766666667, 0.4766666667, 0.5066666667, 0.56, 0.5733333333, 0.6333333333, 0.62, 0.6266666667]"
1121,"[0.35000000000000003, 0.3533333333, 0.4333333333, 0.4766666667, 0.4733333333, 0.4833333333, 0.5233333333, 0.5, 0.58, 0.61, 0.58, 0.6333333333]"
1122,"[0.32, 0.4, 0.4833333333, 0.4566666667, 0.43666666670000004, 0.5, 0.5366666667000001, 0.5866666667, 0.6000000000000001, 0.5966666667, 0.6333333333, 0.6866666667]"
1123,"[0.37666666670000004, 0.39, 0.4333333333, 0.4233333333, 0.48666666670000003, 0.5, 0.5366666667000001, 0.5433333333, 0.56, 0.5933333333, 0.6666666667000001, 0.72]"
1124,"[0.3166666667, 0.3466666667, 0.4333333333, 0.4133333333, 0.4733333333, 0.5266666667000001, 0.55, 0.5433333333, 0.6566666667000001, 0.6000000000000001, 0.65, 0.6833333333]"
1125,"[0.3466666667, 0.44, 0.6766666667, 0.7966666667000001, 0.91, 0.9666666667, 0.9733333333, 0.98, 1.0, 0.9966666667, 1.0, 1.0]"
