,0,1,2,3,4,5,6,7,8
343,"[0.3        0.37333333 0.38666667 0.44666667 0.43       0.49
 0.53       0.53333333 0.58666667 0.58666667 0.58666667 0.64666667]","[0.33833333 0.33833333 0.405      0.41666667 0.44666667 0.49833333
 0.51666667 0.53166667 0.56333333 0.55       0.61       0.67      ]","          0
0  0.666667
1  0.666667
2  0.666667
3  0.333333","          0
0  0.666667
1  0.666667
2  0.333333
3  0.666667",0.4,4,0.4,0.15,0.3
344,"[0.35333333 0.36333333 0.40333333 0.47       0.44       0.51666667
 0.51333333 0.53333333 0.56666667 0.62666667 0.65333333 0.67333333]","[0.31       0.33166667 0.39833333 0.45666667 0.44       0.47333333
 0.49833333 0.545      0.57333333 0.60666667 0.59333333 0.63833333]","          0
0  0.666667
1  0.333333
2  0.666667
3  0.666667","          0
0  0.666667
1  0.333333
2  0.666667
3  0.666667",0.5,4,0.4,0.15,0.3
345,"[0.35333333 0.41       0.41666667 0.42333333 0.47333333 0.5
 0.52666667 0.54       0.63666667 0.62666667 0.62       0.63      ]","[0.34333333 0.35333333 0.36       0.455      0.41333333 0.49833333
 0.48666667 0.54666667 0.55666667 0.61166667 0.61833333 0.65833333]","          0
0  0.666667
1  1.000000
2  0.333333
3  0.666667","          0
0  0.666667
1  0.666667
2  1.000000
3  1.000000",0.1,5,0.4,0.15,0.3
346,"[0.32333333 0.39333333 0.41333333 0.44666667 0.54       0.50333333
 0.56       0.51333333 0.59666667 0.64333333 0.67       0.65      ]","[0.3        0.38833333 0.35833333 0.46166667 0.44       0.46166667
 0.51       0.545      0.53166667 0.585      0.61666667 0.61      ]","          0
0  0.333333
1  0.666667
2  0.666667
3  0.666667","          0
0  0.666667
1  1.000000
2  0.666667
3  1.000000",0.2,5,0.4,0.15,0.3
347,"[0.25666667 0.38       0.43333333 0.39333333 0.46333333 0.51666667
 0.57333333 0.52333333 0.56666667 0.67       0.64       0.69333333]","[0.37       0.355      0.385      0.40166667 0.47333333 0.49666667
 0.52333333 0.48333333 0.58166667 0.59833333 0.60666667 0.63833333]","          0
0  0.666667
1  1.000000
2  0.333333
3  0.666667","          0
0  0.666667
1  1.000000
2  0.666667
3  1.000000",0.3,5,0.4,0.15,0.3
348,"[0.33666667 0.41666667 0.42333333 0.47       0.51       0.5
 0.56666667 0.58333333 0.65       0.6        0.63666667 0.75      ]","[0.315      0.355      0.385      0.47833333 0.46166667 0.465
 0.54166667 0.535      0.59333333 0.625      0.655      0.63166667]","          0
0  0.666667
1  0.333333
2  0.333333
3  0.333333","          0
0  0.666667
1  0.333333
2  0.666667
3  0.666667",0.4,5,0.4,0.15,0.3
349,"[0.36       0.45333333 0.36333333 0.42       0.51333333 0.47
 0.52       0.57333333 0.56666667 0.59       0.72333333 0.63666667]","[0.335      0.36       0.41666667 0.465      0.42666667 0.45333333
 0.485      0.52333333 0.56333333 0.575      0.64166667 0.65      ]","          0
0  1.000000
1  0.666667
2  0.666667
3  1.000000","          0
0  0.666667
1  0.666667
2  0.666667
3  1.000000",0.5,5,0.4,0.15,0.3
350,"[0.28       0.39666667 0.47       0.46       0.44       0.51
 0.48333333 0.59333333 0.54666667 0.62666667 0.59333333 0.66333333]","[0.32       0.35666667 0.37       0.44333333 0.43       0.47
 0.48666667 0.48333333 0.48833333 0.53333333 0.53833333 0.54166667]","          0
0  1.000000
1  1.000000
2  0.666667
3  0.666667","          0
0  0.666667
1  0.666667
2  1.000000
3  0.666667",0.1,1,0.5,0.15,0.3
351,"[0.35       0.32       0.44333333 0.42666667 0.5        0.51
 0.51       0.54333333 0.55666667 0.54       0.61333333 0.64      ]","[0.34       0.365      0.37       0.44166667 0.44       0.46
 0.44       0.47       0.52       0.51       0.51333333 0.58166667]","          0
0  0.000000
1  0.333333
2  0.333333
3  0.666667","          0
0  0.666667
1  0.333333
2  1.000000
3  1.000000",0.2,1,0.5,0.15,0.3
352,"[0.33666667 0.35666667 0.41666667 0.43       0.47666667 0.47
 0.47666667 0.54666667 0.55666667 0.57666667 0.62333333 0.65333333]","[0.32666667 0.35666667 0.365      0.40333333 0.43       0.455
 0.47333333 0.50333333 0.51       0.53333333 0.53666667 0.56      ]","          0
0  1.000000
1  0.333333
2  0.333333
3  0.666667","          0
0  0.333333
1  0.666667
2  0.333333
3  0.333333",0.3,1,0.5,0.15,0.3
353,"[0.34333333 0.40666667 0.46       0.40666667 0.50333333 0.46666667
 0.52666667 0.53666667 0.52       0.57       0.6        0.58666667]","[0.33166667 0.36       0.38166667 0.41166667 0.44       0.44333333
 0.48       0.49166667 0.54       0.55       0.55       0.575     ]","          0
0  0.000000
1  1.000000
2  0.666667
3  0.666667","          0
0  0.666667
1  0.666667
2  0.666667
3  1.000000",0.4,1,0.5,0.15,0.3
354,"[0.34666667 0.40333333 0.39       0.39333333 0.44666667 0.51333333
 0.5        0.54333333 0.54       0.55333333 0.64       0.67333333]","[0.32166667 0.325      0.4        0.46       0.45666667 0.44333333
 0.48833333 0.48666667 0.52       0.55166667 0.52833333 0.595     ]","          0
0  0.333333
1  0.000000
2  0.666667
3  0.333333","          0
0  0.333333
1  0.666667
2  0.333333
3  1.000000",0.5,1,0.5,0.15,0.3
355,"[0.35       0.40333333 0.38       0.44       0.40333333 0.47333333
 0.42       0.48333333 0.52333333 0.54666667 0.62666667 0.64666667]","[0.34833333 0.36333333 0.37666667 0.35333333 0.42833333 0.49
 0.49       0.51833333 0.505      0.54666667 0.56666667 0.55166667]","          0
0  0.333333
1  0.000000
2  1.000000
3  0.666667","          0
0  0.333333
1  0.333333
2  0.000000
3  0.666667",0.1,2,0.5,0.15,0.3
356,"[0.31       0.36666667 0.36666667 0.42       0.46333333 0.50333333
 0.50666667 0.47333333 0.57333333 0.58       0.59       0.61666667]","[0.32833333 0.34166667 0.37666667 0.39666667 0.43166667 0.455
 0.42166667 0.49833333 0.53       0.52333333 0.56333333 0.63333333]","          0
0  0.666667
1  0.666667
2  1.000000
3  0.666667","          0
0  0.333333
1  0.666667
2  0.666667
3  0.333333",0.2,2,0.5,0.15,0.3
357,"[0.33       0.35       0.39666667 0.39666667 0.45333333 0.50333333
 0.48333333 0.55666667 0.55333333 0.63333333 0.59666667 0.62666667]","[0.33166667 0.36       0.38166667 0.40166667 0.41333333 0.40333333
 0.46833333 0.47833333 0.48       0.52166667 0.58333333 0.52333333]","          0
0  0.333333
1  0.666667
2  0.666667
3  0.000000","          0
0  0.333333
1  0.000000
2  0.333333
3  0.000000",0.3,2,0.5,0.15,0.3
358,"[0.34333333 0.41       0.40333333 0.48       0.43666667 0.43
 0.51666667 0.55333333 0.56       0.59       0.59666667 0.60666667]","[0.32       0.35666667 0.39666667 0.435      0.45166667 0.43833333
 0.45833333 0.49333333 0.51166667 0.57166667 0.565      0.62      ]","          0
0  1.000000
1  0.333333
2  1.000000
3  0.666667","          0
0  0.333333
1  0.333333
2  1.000000
3  0.666667",0.4,2,0.5,0.15,0.3
359,"[0.34333333 0.36666667 0.39333333 0.41666667 0.5        0.47333333
 0.57       0.57       0.63       0.62       0.62       0.64333333]","[0.33833333 0.34666667 0.395      0.43333333 0.41       0.45666667
 0.495      0.49666667 0.53833333 0.535      0.55333333 0.575     ]","          0
0  0.000000
1  0.333333
2  0.666667
3  0.333333","          0
0  0.000000
1  0.666667
2  0.333333
3  1.000000",0.5,2,0.5,0.15,0.3
360,"[0.36333333 0.43333333 0.41666667 0.42666667 0.43333333 0.52
 0.47       0.55       0.55666667 0.53       0.62       0.62333333]","[0.34166667 0.375      0.41166667 0.39833333 0.46       0.48166667
 0.45       0.50166667 0.50833333 0.53166667 0.52666667 0.58      ]","          0
0  0.000000
1  0.666667
2  1.000000
3  1.000000","          0
0  0.333333
1  1.000000
2  0.000000
3  0.666667",0.1,3,0.5,0.15,0.3
361,"[0.33666667 0.39       0.43666667 0.44       0.42666667 0.49666667
 0.5        0.54       0.54       0.59666667 0.62       0.64666667]","[0.30166667 0.32833333 0.38       0.40333333 0.4        0.46833333
 0.47666667 0.48833333 0.54       0.54666667 0.54166667 0.54333333]","          0
0  0.333333
1  0.666667
2  0.666667
3  0.000000","          0
0  0.666667
1  0.666667
2  0.666667
3  0.333333",0.2,3,0.5,0.15,0.3
362,"[0.31       0.34333333 0.43666667 0.46666667 0.46333333 0.43666667
 0.54333333 0.50666667 0.54666667 0.64666667 0.56       0.63666667]","[0.31333333 0.34333333 0.40166667 0.43333333 0.45333333 0.465
 0.47       0.46333333 0.525      0.53166667 0.55666667 0.56666667]","          0
0  0.333333
1  0.333333
2  0.333333
3  1.000000","          0
0  0.666667
1  0.666667
2  1.000000
3  0.333333",0.3,3,0.5,0.15,0.3
363,"[0.32666667 0.44       0.39666667 0.43       0.46       0.47333333
 0.46333333 0.53333333 0.61       0.56666667 0.58       0.6       ]","[0.33333333 0.375      0.39666667 0.405      0.455      0.45833333
 0.49833333 0.52666667 0.52166667 0.55       0.53833333 0.595     ]","          0
0  0.666667
1  0.666667
2  0.666667
3  0.000000","          0
0  0.333333
1  0.000000
2  0.666667
3  0.666667",0.4,3,0.5,0.15,0.3
364,"[0.38666667 0.39666667 0.41666667 0.37666667 0.44       0.49333333
 0.50333333 0.51333333 0.53       0.59       0.58       0.7       ]","[0.33666667 0.335      0.365      0.38166667 0.39       0.415
 0.48333333 0.50333333 0.50666667 0.515      0.56833333 0.60666667]","          0
0  1.000000
1  0.666667
2  0.666667
3  0.333333","          0
0  0.333333
1  1.000000
2  0.666667
3  1.000000",0.5,3,0.5,0.15,0.3
365,"[0.30333333 0.38666667 0.41666667 0.43       0.42666667 0.48
 0.49666667 0.55666667 0.55666667 0.55666667 0.56333333 0.61666667]","[0.31666667 0.345      0.35333333 0.38166667 0.42166667 0.425
 0.445      0.50166667 0.525      0.54       0.56166667 0.60333333]","          0
0  1.000000
1  0.666667
2  1.000000
3  0.666667","          0
0  0.666667
1  0.333333
2  1.000000
3  0.666667",0.1,4,0.5,0.15,0.3
366,"[0.33666667 0.39       0.42666667 0.45333333 0.43       0.49333333
 0.41       0.50666667 0.53666667 0.56333333 0.61666667 0.57666667]","[0.31166667 0.35       0.39       0.36666667 0.40666667 0.44666667
 0.45       0.50666667 0.54666667 0.53       0.57333333 0.55666667]","          0
0  1.000000
1  1.000000
2  0.666667
3  0.333333","          0
0  0.333333
1  0.666667
2  0.666667
3  1.000000",0.2,4,0.5,0.15,0.3
367,"[0.31333333 0.39       0.45       0.44333333 0.48666667 0.50666667
 0.47666667 0.50666667 0.57333333 0.59666667 0.64       0.66      ]","[0.34833333 0.37833333 0.375      0.42666667 0.41166667 0.47166667
 0.47833333 0.505      0.54       0.54       0.535      0.55833333]","          0
0  0.000000
1  0.333333
2  0.666667
3  0.666667","          0
0  0.333333
1  0.666667
2  0.666667
3  0.666667",0.3,4,0.5,0.15,0.3
368,"[0.27333333 0.36666667 0.42       0.42       0.40333333 0.45666667
 0.50333333 0.50333333 0.55333333 0.57       0.60333333 0.65      ]","[0.31666667 0.36333333 0.41       0.38333333 0.43       0.43666667
 0.49666667 0.515      0.5        0.51666667 0.57666667 0.57166667]","          0
0  1.000000
1  1.000000
2  0.666667
3  0.333333","          0
0  0.000000
1  0.666667
2  1.000000
3  0.333333",0.4,4,0.5,0.15,0.3
369,"[0.31       0.40333333 0.43333333 0.44333333 0.48333333 0.51333333
 0.45       0.50333333 0.52666667 0.57       0.66       0.62      ]","[0.32833333 0.36666667 0.395      0.41833333 0.43166667 0.47333333
 0.46833333 0.53166667 0.52666667 0.52333333 0.57666667 0.57166667]","          0
0  0.333333
1  0.000000
2  0.666667
3  0.666667","          0
0  0.333333
1  1.000000
2  0.000000
3  0.666667",0.5,4,0.5,0.15,0.3
370,"[0.31666667 0.35       0.41       0.45666667 0.45333333 0.48333333
 0.47333333 0.51333333 0.50333333 0.56333333 0.58666667 0.60666667]","[0.33333333 0.365      0.36833333 0.415      0.44333333 0.43
 0.445      0.475      0.50166667 0.53166667 0.565      0.555     ]","          0
0  0.666667
1  0.333333
2  0.333333
3  0.666667","          0
0  1.000000
1  0.333333
2  0.333333
3  0.333333",0.1,5,0.5,0.15,0.3
371,"[0.37666667 0.45666667 0.40333333 0.41       0.46333333 0.40333333
 0.47666667 0.54666667 0.54333333 0.59       0.56       0.60666667]","[0.31833333 0.39833333 0.39666667 0.41166667 0.44       0.42833333
 0.45333333 0.51333333 0.53666667 0.51       0.53       0.56666667]","          0
0  0.333333
1  0.333333
2  0.333333
3  1.000000","          0
0  0.666667
1  0.333333
2  0.666667
3  0.333333",0.2,5,0.5,0.15,0.3
372,"[0.30333333 0.40666667 0.38666667 0.43       0.48333333 0.51333333
 0.5        0.52666667 0.62       0.56       0.63333333 0.63666667]","[0.35333333 0.35666667 0.38333333 0.39333333 0.43833333 0.46
 0.48833333 0.46166667 0.52666667 0.55333333 0.565      0.575     ]","          0
0  0.666667
1  0.666667
2  0.333333
3  0.333333","          0
0  0.666667
1  0.666667
2  0.666667
3  0.666667",0.3,5,0.5,0.15,0.3
373,"[0.32666667 0.37333333 0.40666667 0.39666667 0.42333333 0.50333333
 0.56       0.51666667 0.56       0.59       0.60333333 0.67      ]","[0.34333333 0.34333333 0.42166667 0.4        0.41833333 0.465
 0.49166667 0.49333333 0.54666667 0.515      0.55333333 0.56166667]","          0
0  0.666667
1  1.000000
2  0.666667
3  0.666667","          0
0  0.000000
1  1.000000
2  0.666667
3  0.666667",0.4,5,0.5,0.15,0.3
374,"[0.31       0.38333333 0.39666667 0.43333333 0.49666667 0.53333333
 0.52       0.5        0.54333333 0.54666667 0.58333333 0.56333333]","[0.35166667 0.36166667 0.40666667 0.405      0.40833333 0.45166667
 0.5        0.50666667 0.49166667 0.54166667 0.57333333 0.59666667]","          0
0  0.000000
1  0.666667
2  0.333333
3  0.666667","          0
0  0.333333
1  0.333333
2  0.666667
3  0.333333",0.5,5,0.5,0.15,0.3
375,"[0.31666667 0.43333333 0.55666667 0.72       0.83666667 0.88
 0.94666667 0.99       0.98       0.98333333 0.99       0.99666667]","[0.365      0.49333333 0.71833333 0.875      0.91333333 0.97333333
 0.985      0.99333333 0.99166667 0.99333333 1.         0.99666667]","     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.1,1,0.1,0.2,0.3
376,"[0.32666667 0.49       0.58666667 0.72333333 0.85666667 0.92
 0.96       0.98       0.98333333 0.99       0.99666667 0.99666667]","[0.35833333 0.505      0.69833333 0.86166667 0.93       0.95833333
 0.98166667 0.98666667 0.99833333 0.99833333 0.99833333 0.99833333]","     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.2,1,0.1,0.2,0.3
377,"[0.33333333 0.43666667 0.55       0.74666667 0.80666667 0.92333333
 0.95333333 0.99333333 0.99333333 1.         0.99666667 0.99333333]","[0.29833333 0.51166667 0.72       0.87       0.915      0.98
 0.97       0.98166667 0.99       0.99666667 0.99333333 1.        ]","     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.3,1,0.1,0.2,0.3
378,"[0.30666667 0.47333333 0.57666667 0.71333333 0.82666667 0.90333333
 0.95       0.98333333 0.98666667 0.99333333 0.99       0.99      ]","[0.325      0.53166667 0.72333333 0.84833333 0.90666667 0.95166667
 0.985      0.98333333 0.99333333 0.99166667 0.99833333 0.995     ]","     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.4,1,0.1,0.2,0.3
379,"[0.34333333 0.41666667 0.59       0.69       0.86666667 0.92666667
 0.96       0.98       0.99       0.99333333 1.         0.99666667]","[0.315      0.5        0.70666667 0.865      0.92333333 0.94666667
 0.98166667 0.99333333 0.99666667 0.99333333 0.99833333 0.99666667]","     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.5,1,0.1,0.2,0.3
380,"[0.28666667 0.45333333 0.57333333 0.69666667 0.83333333 0.91666667
 0.98333333 0.98666667 0.99333333 1.         1.         0.99666667]","[0.33166667 0.50833333 0.71833333 0.83833333 0.935      0.96166667
 0.98       0.98833333 0.99333333 0.99166667 0.995      0.995     ]","     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.1,2,0.1,0.2,0.3
381,"[0.30666667 0.43333333 0.56       0.73666667 0.86       0.91666667
 0.95       0.98333333 0.99       0.98333333 0.99666667 0.99666667]","[0.33333333 0.465      0.69833333 0.84333333 0.91       0.96333333
 0.975      0.99333333 0.99333333 0.98666667 0.99833333 1.        ]","     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.2,2,0.1,0.2,0.3
382,"[0.34333333 0.46666667 0.56666667 0.70333333 0.82333333 0.93
 0.96333333 0.97666667 0.98       0.98666667 0.99666667 0.98666667]","[0.34666667 0.49333333 0.70166667 0.855      0.955      0.96166667
 0.975      0.98666667 0.98833333 0.99333333 0.99666667 1.        ]","     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.3,2,0.1,0.2,0.3
383,"[0.33333333 0.42666667 0.56666667 0.71333333 0.86333333 0.90666667
 0.95       0.96666667 0.99333333 0.99       0.99666667 1.        ]","[0.355      0.52       0.73166667 0.86       0.90333333 0.96
 0.96833333 0.995      0.99166667 0.99       0.99833333 0.99666667]","     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.4,2,0.1,0.2,0.3
384,"[0.31333333 0.41333333 0.57333333 0.71       0.84       0.93
 0.95666667 0.99       0.98333333 0.99333333 0.99666667 1.        ]","[0.32833333 0.47666667 0.71666667 0.84833333 0.92666667 0.96166667
 0.985      0.99166667 0.99666667 0.99333333 0.99833333 0.99666667]","     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.5,2,0.1,0.2,0.3
385,"[0.31666667 0.41333333 0.57       0.72       0.88       0.92
 0.96333333 0.98333333 1.         0.98333333 1.         1.        ]","[0.34166667 0.52666667 0.675      0.85666667 0.92333333 0.97333333
 0.98333333 0.98333333 0.99166667 0.995      0.99833333 0.99666667]","     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.1,3,0.1,0.2,0.3
386,"[0.32666667 0.42666667 0.59       0.76333333 0.88666667 0.93
 0.97       0.99       1.         0.99       0.99666667 0.99666667]","[0.345      0.51166667 0.66333333 0.83       0.92333333 0.96833333
 0.985      0.98333333 0.99333333 0.99666667 0.99666667 0.995     ]","     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.2,3,0.1,0.2,0.3
387,"[0.29       0.44333333 0.56666667 0.72333333 0.82666667 0.92
 0.93       0.95666667 0.98666667 0.99333333 0.98333333 0.99666667]","[0.32833333 0.53333333 0.71666667 0.86166667 0.91166667 0.95
 0.96333333 0.97666667 0.995      0.995      0.99333333 0.995     ]","     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.3,3,0.1,0.2,0.3
388,"[0.32666667 0.40333333 0.60333333 0.71       0.85666667 0.94666667
 0.95666667 0.95666667 0.97333333 1.         0.99666667 0.99333333]","[0.30166667 0.48166667 0.72333333 0.85166667 0.91666667 0.96333333
 0.975      0.99166667 0.99666667 0.99833333 0.99666667 1.        ]","     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.4,3,0.1,0.2,0.3
389,"[0.32333333 0.41333333 0.58333333 0.69666667 0.80666667 0.94
 0.96       0.95333333 0.99333333 0.99333333 0.99666667 0.99666667]","[0.355      0.50666667 0.72       0.81666667 0.925      0.965
 0.98       0.99666667 0.99       0.99833333 0.99333333 0.99833333]","     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.5,3,0.1,0.2,0.3
390,"[0.36333333 0.42333333 0.56       0.71333333 0.84333333 0.91333333
 0.96       0.96666667 0.96       0.99666667 0.98666667 0.99666667]","[0.30166667 0.51833333 0.695      0.82       0.93166667 0.975
 0.97333333 0.99166667 0.99166667 0.99       0.99333333 0.99833333]","     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.1,4,0.1,0.2,0.3
391,"[0.32333333 0.45333333 0.55333333 0.65333333 0.84333333 0.92
 0.96333333 0.97666667 0.98333333 0.99       0.99666667 0.99333333]","[0.33333333 0.53       0.725      0.86333333 0.91333333 0.95833333
 0.98       0.98666667 0.99333333 0.99833333 0.99666667 0.99666667]","     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.2,4,0.1,0.2,0.3
392,"[0.35666667 0.47333333 0.61666667 0.73333333 0.86333333 0.92333333
 0.96333333 0.98333333 0.98333333 0.99666667 1.         0.99666667]","[0.355      0.51       0.73       0.855      0.935      0.97166667
 0.98       0.98833333 0.99       0.99666667 0.99666667 1.        ]","     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.3,4,0.1,0.2,0.3
393,"[0.34333333 0.44666667 0.54666667 0.73666667 0.86       0.95
 0.95       0.97       0.99666667 0.99666667 0.99       0.99333333]","[0.30666667 0.53666667 0.72       0.86166667 0.94166667 0.96166667
 0.97666667 0.98333333 0.99166667 0.99666667 0.99833333 0.995     ]","     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.4,4,0.1,0.2,0.3
394,"[0.35333333 0.48333333 0.58333333 0.76666667 0.87666667 0.96666667
 0.94333333 0.99333333 0.98       0.98333333 1.         0.98333333]","[0.305      0.485      0.72666667 0.84166667 0.93       0.96166667
 0.97666667 0.98666667 0.99       0.995      0.99666667 0.99833333]","          0
0  1.000000
1  1.000000
2  0.666667
3  1.000000","          0
0  0.666667
1  0.666667
2  1.000000
3  0.666667",0.5,4,0.1,0.2,0.3
395,"[0.36       0.43       0.58333333 0.71       0.82333333 0.88666667
 0.94       0.96       0.96333333 0.99333333 0.99       0.99      ]","[0.30333333 0.47833333 0.69666667 0.85       0.93333333 0.965
 0.98666667 0.985      0.99333333 0.99833333 0.99833333 0.99666667]","     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.1,5,0.1,0.2,0.3
396,"[0.33333333 0.40333333 0.62333333 0.72       0.83       0.92
 0.96666667 0.98       0.97666667 0.99666667 1.         0.99333333]","[0.335      0.525      0.745      0.85       0.93166667 0.96166667
 0.99166667 0.98666667 0.99       0.99333333 0.99666667 0.99833333]","     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.2,5,0.1,0.2,0.3
397,"[0.30666667 0.44       0.56       0.73       0.83666667 0.92333333
 0.95       0.98333333 0.98       0.98333333 0.99666667 0.99666667]","[0.35333333 0.48666667 0.7        0.81333333 0.90333333 0.965
 0.98333333 0.97833333 0.99       0.99666667 0.99833333 0.995     ]","          0
0  1.000000
1  1.000000
2  1.000000
3  0.666667","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.3,5,0.1,0.2,0.3
398,"[0.31666667 0.41333333 0.58       0.73333333 0.85       0.93666667
 0.96       0.98666667 0.99       0.99666667 0.99666667 0.99      ]","[0.31166667 0.505      0.7        0.83666667 0.91833333 0.96666667
 0.97333333 0.98666667 0.995      0.99666667 0.99833333 0.99833333]","     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.4,5,0.1,0.2,0.3
399,"[0.33666667 0.40333333 0.61       0.70333333 0.8        0.93
 0.97       0.98       0.98       0.99       0.99333333 0.99666667]","[0.33166667 0.5        0.73666667 0.86       0.935      0.96166667
 0.98833333 0.99166667 0.995      0.99333333 0.995      0.99666667]","     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.5,5,0.1,0.2,0.3
400,"[0.35333333 0.38       0.45       0.51333333 0.59666667 0.7
 0.77       0.79333333 0.83       0.84333333 0.90333333 0.90333333]","[0.32666667 0.44       0.53333333 0.59166667 0.67666667 0.79333333
 0.83833333 0.88833333 0.89666667 0.925      0.93333333 0.92833333]","     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.1,1,0.2,0.2,0.3
401,"[0.38333333 0.39       0.43666667 0.55333333 0.62666667 0.69333333
 0.74333333 0.84333333 0.86333333 0.9        0.91666667 0.91666667]","[0.35166667 0.405      0.51       0.61833333 0.71       0.78833333
 0.79       0.855      0.875      0.90666667 0.94666667 0.93833333]","          0
0  1.000000
1  0.666667
2  1.000000
3  1.000000","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.2,1,0.2,0.2,0.3
402,"[0.30666667 0.39333333 0.44666667 0.52333333 0.59333333 0.69
 0.74       0.8        0.87       0.85333333 0.92       0.94      ]","[0.29833333 0.46166667 0.53       0.60333333 0.695      0.77666667
 0.845      0.85833333 0.88833333 0.90333333 0.94666667 0.94666667]","          0
0  1.000000
1  1.000000
2  1.000000
3  0.666667","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.3,1,0.2,0.2,0.3
403,"[0.33       0.36       0.47       0.63333333 0.68       0.77
 0.76333333 0.85       0.81333333 0.86666667 0.89       0.92666667]","[0.33833333 0.39       0.52333333 0.57666667 0.69333333 0.76666667
 0.83       0.86833333 0.88333333 0.91333333 0.91666667 0.92      ]","     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.4,1,0.2,0.2,0.3
404,"[0.31       0.41       0.47       0.53       0.58333333 0.74666667
 0.76       0.82333333 0.84       0.86666667 0.91333333 0.92      ]","[0.33333333 0.42666667 0.52666667 0.60666667 0.69333333 0.76666667
 0.82333333 0.875      0.895      0.91333333 0.93333333 0.92666667]","     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.5,1,0.2,0.2,0.3
405,"[0.32333333 0.41       0.46666667 0.51       0.65666667 0.72666667
 0.76666667 0.82666667 0.86666667 0.90666667 0.89       0.93      ]","[0.30666667 0.42       0.53666667 0.61166667 0.68333333 0.77
 0.815      0.87166667 0.88       0.90666667 0.925      0.945     ]","     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.1,2,0.2,0.2,0.3
406,"[0.30666667 0.43333333 0.44666667 0.51333333 0.64666667 0.7
 0.78       0.8        0.88666667 0.89       0.90333333 0.95333333]","[0.32166667 0.37833333 0.52       0.61666667 0.68       0.80333333
 0.82833333 0.865      0.87166667 0.91833333 0.92833333 0.94833333]","     0
0  1.0
1  1.0
2  1.0
3  1.0","          0
0  0.666667
1  1.000000
2  1.000000
3  1.000000",0.2,2,0.2,0.2,0.3
407,"[0.33666667 0.42666667 0.47       0.52666667 0.61666667 0.65666667
 0.73666667 0.81666667 0.86333333 0.88333333 0.90333333 0.94333333]","[0.31333333 0.405      0.505      0.61833333 0.69333333 0.8
 0.83666667 0.84666667 0.90666667 0.905      0.93333333 0.94      ]","     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.3,2,0.2,0.2,0.3
