participant,Intromessage,initials,birthdate,age,sex,gender,ethnicity,race,education,handedness,nativeenglish,secondlang,whatseclang,LangClassification,colorblind,whatcolorblind,outromessage,CollinsNaming,INFOSCREEN,TIME_start,TIME_end,TIME_total
s.c6d83059-e1bd-47f6-9709-ac55a8590a0d.txt,2338,9716,11617,3088,2397,2767,2636,2893,4179,1926,3625,3695,"",15925,2604,"",1154,"",4725,2020-06-04-08-44,2020-06-04-08-58,14
s.7ae0e1f2-65be-400d-a512-4d0a55c84e1a.txt,70611,5050,7046,3097,3275,3466,3833,2711,6197,3307,2816,8994,"",5938,3074,"",1357,"",60718,2020-06-03-01-45,"",""
s.6c0915de-725d-49d0-82cf-5774daf7afb7.txt,12866,7631,8104,3071,3974,2539,91639,9456,7328,2240,2583,2539,5402,16331,2006,"",2996,"",24477,2020-06-03-06-46,2020-06-03-06-58,12
s.22b11c5a-2818-41fa-b932-d9cb53776429.txt,50945,5148,8321,3599,2342,2493,3013,4382,17085,2938,3202,5439,"",38760,2607,"",3701,"",92325,2020-06-03-07-24,2020-06-03-07-39,15
s.98dbf927-cf0b-4103-9add-bcdb745aa2c8.txt,4226,4809,8292,3995,1807,2130,1549,3704,2643,2416,1692,1572,"",3861,18496,"",1306,"",4799,2020-06-03-04-24,2020-06-03-04-40,16
s.2ea88f9a-10f6-40ad-8817-e84825a0d106.txt,7183,4490,6174,4170,3026,7735,3419,3288,12493,2762,2223,3636,"",9333,3257,"",4829,"",7725,2020-06-03-20-58,2020-06-03-21-09,11
s.33c3f372-7545-4e24-8848-1fcb605c58f4.txt,5981,9431,5876,2982,2184,1793,3487,2242,10423,2204,3951,3878,6807,14147,2109,"",1151,"",8039,2020-06-04-10-37,2020-06-04-10-49,12
s.6590a302-99e4-414a-be2c-3fe71c1628dd.txt,26342,8505,6434,2480,2786,4001,15898,7743,11078,12372,14204,4906,11220,11549,31461,"",5981,"",14976,2020-06-03-13-54,2020-06-03-14-17,23
s.60b024cd-52f3-4431-8aa5-0e9a5cfcc3e7.txt,52675,5223,6347,4173,1590,1777,2085,1978,10154,2333,4294,1923,"",2511,15756,"",1677,"",28166,2020-06-04-05-32,2020-06-04-05-43,11
s.0752703f-b24b-4e97-a6e2-26d7e4daf828.txt,2325,6569,6831,2662,2737,2952,4751,3416,3742,2436,2204,2517,"",7102,2905,"",1966,"",13568,2020-06-03-20-41,"",""
s.0e3848d2-d34f-4266-a973-0342dda55fbd.txt,1439,6932,46872,3844,2360,2295,2653,2509,3354,3206,2031,2223,"",2862,2268,"",1137,"",4368,2020-06-04-07-51,"",""
s.1443402b-86a1-46e3-a65c-021a9f6785c8.txt,3665,5471,9548,3628,2319,2604,4020,3454,6065,2540,1822,1765,4698,51123,2486,"",1292,"",68303,2020-06-02-23-06,"",""
s.a9e67440-60ee-4ed6-aa5c-eb99fcf1388d.txt,3623,3130,5111,2065,3157,1897,1361,1144,1801,1985,1491,2016,3523,2010,1791,"",813,"",3279,2020-06-02-23-42,2020-06-02-23-51,9
s.705cba21-1b07-48c3-b35e-7c8ae408b064.txt,1094,"","","","","","","","","","","","","","","","","",12666,2020-06-03-06-39,"",""
s.04cbf43e-1e51-48d3-9bb8-7b6cb260673c.txt,1022,3412,5805,3743,1547,1872,1952,1963,2418,1985,1627,1561,"",27106,1770,"",1841,"",3907,2020-06-03-08-38,2020-06-03-08-58,20
s.b1ab7c0c-a3e8-4902-b4c4-5144ee250ea0.txt,"","","","","","","","","","","","","","","","","","",7829,2020-06-04-08-12,"",""
s.7c4d5b00-2b62-4a38-8a2d-1ee1fb04af72.txt,11473,14160,11979,11597,33064,3710,3328,2166,7198,3753,3352,3092,4122,12664,28174,"",1318,"",8363,2020-06-03-22-31,2020-06-03-22-51,20
s.4fd022a4-1c24-4333-8f74-e50fa294846b.txt,1611,2832,4293,2708,1690,1891,2484,2814,7296,2434,1911,2168,"",3401,1788,"",943,"",5130,2020-06-03-18-52,2020-06-03-19-02,10
s.9fa413db-69c5-43da-886b-c65d97d279c4.txt,1417,5555,8239,3216,2671,3353,3850,7204,4616,2357,2513,3387,"",3391,2836,"",4340,"",5992,2020-06-04-23-00,2020-06-04-23-17,17
s.7a58c916-9f84-4328-ad28-9d8dcb635909.txt,1924,6123,6965,4144,2104,2181,2841,2372,2826,1598,1632,2392,"",2114,1873,"",1148,"",9161,2020-06-03-04-24,"",""
s.2bed4d3f-8ffc-4004-ae9e-7b0a9a9a64d0.txt,3233,3638,5828,3171,2395,2070,2067,3017,14539,2671,1833,1969,"",13143,2271,"",1661,"",11916,2020-06-03-16-31,2020-06-03-16-43,12
s.5a4717fa-326e-4149-b2f4-5f321ba3d224.txt,1608,7632,11127,4707,5139,2714,3162,2892,8112,3418,4164,5982,6200,29835,3291,"",4000,"",5247,2020-06-04-04-51,2020-06-04-05-10,19
s.5fda0350-a7cf-4b43-831e-07720916e605.txt,99890,3948,7143,3406,1869,1611,2647,2049,2984,1769,2009,1392,"",12419,2423,"",2274,"",5849,2020-06-03-05-32,2020-06-03-05-46,14
s.9cea5139-a300-44d0-a77a-28592b9d2e7e.txt,818,3420,5451,2483,1870,1845,1721,1374,3684,1919,1476,2349,"",3260,1562,"",983,"",6113,2020-06-03-06-04,2020-06-03-06-14,10
s.0802e368-a12a-4ea4-a231-58edbbf8fc47.txt,1166,2774,5280,2425,2431,1891,1997,1366,3380,1755,2036,1575,"",2192,2543,"",1339,"",3509,2020-06-03-01-49,2020-06-03-02-08,19
s.fa2cbca4-6bb2-42f1-ad05-197093dfba78.txt,6861,4428,7377,4049,2686,2546,5409,3256,3181,2774,2736,5123,"",2135,3294,"",25056,"",4759,2020-06-04-04-48,2020-06-04-04-56,8
s.ef57741b-4381-45ba-a44c-fd00c9a1724f.txt,"","","","","","","","","","","","","","","","","","",28253,2020-06-04-02-09,"",""
s.8123cb15-2aa4-4a8f-ac5e-9fed1b390bb0.txt,770,7321,4905,1882,1051,737,2367,2343,3686,1987,1170,4069,3680,1400,1361,"",953,"",2675,2020-06-04-09-23,2020-06-04-09-33,10
s.6f8e70d4-7267-493f-af76-c4d4cf26038e.txt,1768,3886,5231,2991,2017,2753,2127,2189,5041,2498,1765,2124,"",3891,1915,"",1466,"",7235,2020-06-03-00-25,2020-06-03-00-35,10
s.7a43e9e0-32b7-4140-8cc0-e33265a4f7df.txt,8426,5556,6189,3453,2017,3469,3236,2283,4458,3902,2153,3484,"",2623,2331,"",1109,"",4758,2020-06-04-01-09,2020-06-04-01-22,13
s.d7072174-0522-49e4-8c6d-952722e3087c.txt,1210,11413,8891,3619,1933,2053,2543,2030,4407,2986,2090,2057,"",7889,2777,"",4111,"",4210,2020-06-03-04-58,2020-06-03-05-10,12
s.d58baebd-6f10-47c7-be2b-563622db30c8.txt,1210,9514,6288,3741,3828,3166,3136,2692,5960,3033,1935,3072,19614,"","","","","",11661,2020-06-03-05-31,"",""
s.d3bf87ff-1be5-4b2a-a7ad-d2470e78fff9.txt,1071,4820,2198,3189,2167,1313,3046,1733,4075,1827,3424,4258,"",1738,4166,"",1035,"",5267,2020-06-03-00-07,"",""
s.c5d50775-3661-4624-837b-63127b5116d4.txt,716,3201,4759,4051,1527,798,1625,982,2242,1569,2536,1785,"",2844,2459,"",661,"",2774,2020-06-04-01-13,"",""
s.32a04c4f-bbc5-44be-a260-e22b6ba719ea.txt,1336,6865,4425,3444,2276,4262,2987,5197,6627,2601,1906,2079,3480,16688,2393,"",978,"",89627,2020-06-03-21-01,2020-06-03-21-10,9
s.4812b857-b202-406c-a054-2da51e0b51ec.txt,1601,4433,7381,2591,2229,2152,2514,2683,5692,3093,3637,1944,"",10992,2884,"",1212,"",6682,2020-06-03-20-44,2020-06-03-20-57,13
s.4b0e7061-9079-46f6-bb26-81c13517ff59.txt,3535,3750,4302,3000,2344,1155,1869,1661,2295,2838,1691,1796,"",1567,1775,"",943,"",18834,2020-06-03-20-44,"",""
s.c286ccfd-0090-45de-979c-bffd28ee4e7d.txt,1306,6413,8946,10195,3375,17695,6136,6501,10182,2725,3629,3248,3814,5411,2447,"",1076,"",13289,2020-06-03-08-04,2020-06-03-08-16,12
s.e48af120-c563-4564-ae55-a567db33d41a.txt,8120,4871,6626,6863,2800,2629,2765,2681,9511,2943,2117,2836,"",6283,2565,"",3678,"",27336,2020-06-03-08-09,2020-06-03-08-26,17
s.92bc1042-ae1c-4fc7-949b-be5213c47591.txt,14265,6854,8698,5465,3977,4893,4322,5901,6228,6695,3145,5786,"",4762,2505,"",3740,"",91453,2020-06-04-03-33,2020-06-04-03-46,13
s.c114e82a-6223-4e55-b0bb-50543803b5de.txt,1332,3746,5485,3522,2466,1819,2041,1993,4233,3429,2597,6848,"",1858,2355,"",1578,"",3750,2020-06-05-02-23,2020-06-05-02-45,22
s.31a9f6c0-7bf3-4f77-b7ab-4882dc912210.txt,1223,4437,5850,5137,1829,1548,3039,5441,4387,1921,2226,2415,8112,4214,2026,"",721,"",3661,2020-06-04-09-21,"",""
s.062d8d0f-f806-4fdd-8d0d-eaa5d8a18392.txt,26280,3375,6853,2896,1621,1775,1734,2001,2871,1862,1737,2414,5608,9277,1980,"",881,"",39217,2020-06-02-23-28,2020-06-02-23-41,13
s.b8bafb2f-7931-4e38-b3b7-ab982bdaa84f.txt,34718,8152,13917,13464,3145,15025,4040,12655,13251,3771,2530,13012,"",30413,2576,"",1262,"",155150,2020-06-03-21-25,2020-06-03-21-44,19
s.6f29d009-01c8-419c-ade0-1b405c868814.txt,1178,26496,10523,3868,3528,3465,19304,5414,14465,3041,3096,7446,6940,25350,3297,"",6604,"",15234,2020-06-03-20-43,2020-06-03-21-03,20
s.f2723720-2ad7-4f43-b4f4-c13d693aed1a.txt,1794,7869,6508,3482,3402,3037,5817,8964,9038,2914,4380,3074,14245,13674,2379,"",3926,"",9450,2020-06-03-10-39,2020-06-03-11-16,37
s.bfa302c7-928f-4e8f-850f-7045da643da6.txt,1723,4174,8986,27100,2774,2143,28654,9565,5403,3435,2871,2356,"",12726,2900,"",1716,"",11004,2020-06-03-01-13,2020-06-03-01-30,17
s.4eb538d8-7f10-4463-9074-174cd6ec3c11.txt,1082,3585,7613,4301,3127,2619,2358,2186,26392,6748,1688,1451,4357,6189,1755,"",1367,"",21422,2020-06-03-01-18,2020-06-03-01-28,10
s.969ad756-7e52-49b9-8d61-ea2221965270.txt,2361,4412,5946,6121,1720,5017,2257,2951,4056,2816,2195,1798,3510,2774,2283,"",23231,"",27104,2020-06-04-02-48,2020-06-04-03-12,24
s.c7886958-1dc7-49b5-8a22-47ef5e49fd10.txt,1029,3377,5862,6680,1491,1352,1946,1569,2532,1632,1030,1700,"",3374,1257,"",627,"",57689,2020-06-04-04-45,2020-06-04-04-58,13
s.e40796a3-1c95-416d-81e2-8ef677b047a2.txt,997,2949,9556,1772,1991,2145,1820,2409,4981,2167,1559,1266,"",13025,1968,"",792,"",16870,2020-06-03-21-17,2020-06-03-21-26,9
